"id"	"origen"	"report"	"report_sha256"	"linea"	"linea_fin"	"mapa_id"	"afirmacion"	"tipo"	"dictamen"	"razon_sin_cifra"	"argumento"	"evidencia"	"estado_adopcion"	"vigencia"	"cambio_editorial"	"dictamen_mapa_previo"
"CONF-V1-L047-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"47"	"47"	""	"Es el indicador clásico del World Values Survey."	"generalización o marco conceptual"	"MATIZA"	""	"La distinción conceptual o el diseño no quedan refutados por una cifra incorrecta. La generalización a una disposición/racionalidad nacional sigue sin identificación; mantener referente y alcance explícitos."	"[""CONF-C42"", ""CONF-C29""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L047-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"47"	"47"	""	"México marca ~22%, muy por debajo de sociedades nórdicas (>60%) pero por encima de varios vecinos latinoamericanos."	"generalización o marco conceptual"	"ROMPE"	""	"Q57 ponderada 18+ WVS2018 da 10.5%, incompatible con la atribución 22%; Latinobarómetro2023 es otro periodo y diseño. Serie histórica y comparadores no se reconstruyen con una sola ola."	"[""CONF-C42"", ""CONF-C29""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L047-S04"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"47"	"47"	""	"Esta dimensión refleja lo que Fukuyama (1995) llamó el ""radio de confianza"" —qué tan lejos del círculo íntimo se extiende la cooperación predeterminada."	"generalización o marco conceptual"	"MATIZA"	""	"La distinción conceptual o el diseño no quedan refutados por una cifra incorrecta. La generalización a una disposición/racionalidad nacional sigue sin identificación; mantener referente y alcance explícitos."	"[""CONF-C42"", ""CONF-C29""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L049-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"49"	"49"	""	"**Confianza particularizada** (*particularized trust*): confianza en personas conocidas —familia, amigos, compadres, colegas."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"MATIZA"	""	"Familia WVS es más confiable que vecinos/conocidos/desconocidos, pero no confianza exclusiva ni plena de todos. ENCIG dice familiares en universo urbano; mapa confundía ausencia literal de familia nuclear con ausencia del componente relacional."	"[""CONF-C35"", ""CONF-C41"", ""CONF-C31"", ""CONF-C32"", ""CONF-E01""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L049-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"49"	"49"	""	"En México es extraordinariamente alta (87.4% para familia, 74% para colegas, 72% para vecinos según ENCIG 2023)."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"MATIZA"	""	"Familia WVS es más confiable que vecinos/conocidos/desconocidos, pero no confianza exclusiva ni plena de todos. ENCIG dice familiares en universo urbano; mapa confundía ausencia literal de familia nuclear con ausencia del componente relacional."	"[""CONF-C35"", ""CONF-C41"", ""CONF-C31"", ""CONF-C32"", ""CONF-E01""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L049-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"49"	"49"	""	"Esta es la confianza que opera a través del *personalismo* y el *familismo*."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"MATIZA"	""	"Familia WVS es más confiable que vecinos/conocidos/desconocidos, pero no confianza exclusiva ni plena de todos. ENCIG dice familiares en universo urbano; mapa confundía ausencia literal de familia nuclear con ausencia del componente relacional."	"[""CONF-C35"", ""CONF-C41"", ""CONF-C31"", ""CONF-C32"", ""CONF-E01""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L051-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"51"	"51"	""	"**Confianza institucional vertical**: confianza en instituciones del Estado (gobierno, policía, tribunales, ejército)."	"generalización o marco conceptual"	"MATIZA"	""	"WVS/LB sostienen posiciones relativas de iglesias/FFAA frente a partidos, pero no orden universal, estabilidad temporal ni escala homogénea; OCDE usa otro corte y contradice policía siempre baja. ENCIG es urbana y sus valores no son nacionales rurales."	"[""CONF-C21"", ""CONF-C25"", ""CONF-C33"", ""CONF-C38"", ""CONF-OECD24""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L051-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"51"	"51"	""	"Presenta el gradiente más pronunciado: **las fuerzas armadas (71-89%) son radicalmente más confiables que los partidos políticos (29%)**, con una diferencia de más de 50 puntos porcentuales."	"generalización o marco conceptual"	"MATIZA"	""	"WVS/LB sostienen posiciones relativas de iglesias/FFAA frente a partidos, pero no orden universal, estabilidad temporal ni escala homogénea; OCDE usa otro corte y contradice policía siempre baja. ENCIG es urbana y sus valores no son nacionales rurales."	"[""CONF-C21"", ""CONF-C25"", ""CONF-C33"", ""CONF-C38"", ""CONF-OECD24""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L053-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"53"	"53"	""	"**Confianza institucional horizontal**: confianza en instituciones no gubernamentales (iglesia, medios, empresas, ONGs, universidades)."	"generalización o marco conceptual"	"MATIZA"	""	"WVS/LB sostienen posiciones relativas de iglesias/FFAA frente a partidos, pero no orden universal, estabilidad temporal ni escala homogénea; OCDE usa otro corte y contradice policía siempre baja. ENCIG es urbana y sus valores no son nacionales rurales."	"[""CONF-C21"", ""CONF-C25"", ""CONF-C33"", ""CONF-C38"", ""CONF-OECD24""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L053-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"53"	"53"	""	"Las instituciones educativas (~76%) y religiosas (~65%) superan consistentemente a medios (~50%) y empresas (<50%)."	"generalización o marco conceptual"	"MATIZA"	""	"WVS/LB sostienen posiciones relativas de iglesias/FFAA frente a partidos, pero no orden universal, estabilidad temporal ni escala homogénea; OCDE usa otro corte y contradice policía siempre baja. ENCIG es urbana y sus valores no son nacionales rurales."	"[""CONF-C21"", ""CONF-C25"", ""CONF-C33"", ""CONF-C38"", ""CONF-OECD24""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L055-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"55"	"55"	""	"**Confianza relacional** (*confianza* en sentido latino): un constructo culturalmente específico que implica intimidad, reciprocidad, obligación mutua y lealtad construida a través del tiempo."	"generalización o marco conceptual"	"MATIZA"	""	"Taxonomía sirve como marco conceptual; tipos se solapan y no son siete dimensiones psicométricas verificadas para población mexicana. Relación, transacción y sistema requieren reactivos separados."	"[""CONF-OECDLAC25""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L055-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"55"	"55"	""	"Es cualitativamente diferente a la ""trust"" anglosajona —más densa, más personal, más vinculante."	"generalización o marco conceptual"	"MATIZA"	""	"Taxonomía sirve como marco conceptual; tipos se solapan y no son siete dimensiones psicométricas verificadas para población mexicana. Relación, transacción y sistema requieren reactivos separados."	"[""CONF-OECDLAC25""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L055-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"55"	"55"	""	"La *confianza* latina requiere *personalismo* (relación cálida y auténtica) como precondición."	"generalización o marco conceptual"	"MATIZA"	""	"Taxonomía sirve como marco conceptual; tipos se solapan y no son siete dimensiones psicométricas verificadas para población mexicana. Relación, transacción y sistema requieren reactivos separados."	"[""CONF-OECDLAC25""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L057-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"57"	"57"	""	"**Confianza transaccional**: la disposición a realizar transacciones con contrapartes no conocidas, mediada por señales de confiabilidad (marca, reputación, reseñas, sellos, garantías)."	"generalización o marco conceptual"	"MATIZA"	""	"Taxonomía sirve como marco conceptual; tipos se solapan y no son siete dimensiones psicométricas verificadas para población mexicana. Relación, transacción y sistema requieren reactivos separados."	"[""CONF-OECDLAC25""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L057-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"57"	"57"	""	"Esta dimensión es crucial para el comercio electrónico, fintech y la economía de plataformas."	"generalización o marco conceptual"	"MATIZA"	""	"Taxonomía sirve como marco conceptual; tipos se solapan y no son siete dimensiones psicométricas verificadas para población mexicana. Relación, transacción y sistema requieren reactivos separados."	"[""CONF-OECDLAC25""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L059-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"59"	"59"	""	"**Confianza sistémica**: la creencia de que ""las reglas del juego"" funcionan —que los contratos se cumplen, las leyes se aplican, los derechos se protegen."	"generalización o marco conceptual"	"MATIZA"	""	"Taxonomía sirve como marco conceptual; tipos se solapan y no son siete dimensiones psicométricas verificadas para población mexicana. Relación, transacción y sistema requieren reactivos separados."	"[""CONF-OECDLAC25""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L059-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"59"	"59"	""	"En México, esta dimensión está severamente deteriorada: solo el **27% espera que un funcionario público rechace un soborno** (OCDE 2023)."	"generalización o marco conceptual"	"MATIZA"	""	"Taxonomía sirve como marco conceptual; tipos se solapan y no son siete dimensiones psicométricas verificadas para población mexicana. Relación, transacción y sistema requieren reactivos separados."	"[""CONF-OECDLAC25""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
