necesidad_id	fuente_canonica	objeto_evidencia_id	tipo_evidencia	evidencia_ref	evidencia_localizador	variable_reactivo_tabla	texto_evidencia	unidad_observacion	periodo	universo_muestra	codificacion	parte_necesidad_cubierta	parte_necesidad_no_cubierta	uso_potencial_modelo	transformacion_requerida	incertidumbre	traza_revision	siguiente_accion
N17	GPS	OE-93ebba143d4c6d070fb911ce	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3	Global Preferences Survey (GPS)	NO_DETERMINADO	La ficha local confirma pertinencia temática general, no una apertura exhaustiva del instrumento o payload.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia y pertinencia temática preliminar de la fuente.	La ficha panorámica enumera constructos preferenciales, pero no constituye apertura exhaustiva del codebook/payload GPS México.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La ficha panorámica enumera constructos preferenciales, pero no constituye apertura exhaustiva del codebook/payload GPS México.	Revisión supervisor: la ficha panorámica no equivale a apertura exhaustiva ni ausencia delimitada.	Con autorización de licencia, abrir codebook y payload GPS México; buscar variables de adopción CoDi/SPEI, coerción, riesgo fiscal y fricción.
N17	MASS_MOBILIZATION_PROTEST_DATA	OE-f6f64575493127412ebb0cf9	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9	Mass Mobilization Protest Data	NO_DETERMINADO	La ficha local confirma pertinencia temática general, no una apertura exhaustiva del instrumento o payload.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia y pertinencia temática preliminar de la fuente.	La descripción panorámica del registro de protestas no prueba una apertura exhaustiva del codebook/payload ni permite ausencia delimitada.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La descripción panorámica del registro de protestas no prueba una apertura exhaustiva del codebook/payload ni permite ausencia delimitada.	Revisión supervisor: la ficha panorámica no equivale a apertura exhaustiva ni ausencia delimitada.	Abrir codebook y payload México; verificar campos completos y documentar explícitamente si existe algún vínculo con trámite o gobierno digital.
N17	SERIES_SPEI_CODI_BANXICO	OE-d894d788fed5b863de54b79b	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-fuentes-2026-08-06.tsv:L135	APERTURA_INDETERMINADA	NO_DETERMINADO	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La puerta Banxico está identificada, pero falta abrir una tabla/serie primaria con identificador, periodo y cifras reconciliadas.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La puerta Banxico está identificada, pero falta abrir una tabla/serie primaria con identificador, periodo y cifras reconciliadas.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Abrir Informe Anual o catálogo SIE, registrar idSerie/idCuadro y extraer series comparables CoDi/SPEI.
N18	IMSS	OE-a16637199914a6515d84d63e	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md;MAIN:forense/cobertura-motor.md	Evasión por sanción creíble × utilidad percibida, separando subsistencia y cinismo de clase alta.	NO_DETERMINADO	Evasión por sanción creíble × utilidad percibida, separando subsistencia y cinismo de clase alta.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La etiqueta/fuente no aporta en esta fila un payload e instrumento concreto con las variables requeridas.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La etiqueta/fuente no aporta en esta fila un payload e instrumento concreto con las variables requeridas.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Resolver a un payload canónico local y abrir tabla/diccionario con unidad, periodo y variables de exposición y desenlace.
N19	BDIF	OE-3a26c30b380d433254ad2e91	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-fuentes-2026-08-06.tsv:L39	APERTURA_INDETERMINADA	NO_DETERMINADO	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	BDIF está catalogada como inclusión financiera, pero no se abrió una tabla con adopción/rechazo por institución y segmento sin historial.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	BDIF está catalogada como inclusión financiera, pero no se abrió una tabla con adopción/rechazo por institución y segmento sin historial.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Abrir tabla CNBV concreta y verificar denominador, institución, segmento, periodo y motivo de rechazo.
N19	FINANZAS	OE-3def9164ef114d267e5fb6ac	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:canon/glosario-v5_6.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md;MAIN:corpus/forense/Crédito_Fácil_y_Sobreendeudamiento_en_México__Escaneo_de_Indicadores_Adelantados_2025-2026.md	Tasas por institución/segmento de adopción y rechazo sin historial.	NO_DETERMINADO	Tasas por institución/segmento de adopción y rechazo sin historial.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La referencia formula una necesidad o hipótesis financiera, pero no identifica un instrumento/payload único ni una variable verificable.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La referencia formula una necesidad o hipótesis financiera, pero no identifica un instrumento/payload único ni una variable verificable.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.
N21	SE	OE-42cf47afdecaf4acbd98ab36	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md	Compra y prima de marca frente a sustituto en panel de hogares populares.	NO_DETERMINADO	Compra y prima de marca frente a sustituto en panel de hogares populares.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La evidencia reunida es índice o requisito conceptual; no contiene variable, tabla o resultado concreto suficiente para adjudicar.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La evidencia reunida es índice o requisito conceptual; no contiene variable, tabla o resultado concreto suficiente para adjudicar.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Abrir el payload canónico ya identificado y localizar variable/tabla exacta, unidad, periodo, codificación y parte faltante.
N22	SE	OE-ba89df5b01f12044531c3a48	APERTURA_LOCAL_DELIMITADA	MAIN:forense/notas/2026-08-08-verif3.md:L250	Cero variables de frecuencia conductual	Cero variables de frecuencia conductual	Se abrió el reporte ECCO completo: no contiene tasa conductual de disenso/reporte de errores, canal pareado ni tipología organizacional requerida.	NO_DETERMINADO	NO_DETERMINADO	Documento/archivo completo citado	NO_APLICA	Se verificó el contenido y alcance del universo local citado.	No cubre el componente específico de la necesidad.	Evita usar esta fuente como parámetro para esta relación; conserva el límite de medición.	NO_APLICA	Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.
N24	SERIES_SPEI_CODI_BANXICO	OE-1d551a7bd75c9682788e3c09	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-fuentes-2026-08-06.tsv:L135	APERTURA_INDETERMINADA	NO_DETERMINADO	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La puerta Banxico está identificada, pero falta abrir una tabla/serie primaria con identificador, periodo y cifras reconciliadas.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La puerta Banxico está identificada, pero falta abrir una tabla/serie primaria con identificador, periodo y cifras reconciliadas.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Abrir Informe Anual o catálogo SIE, registrar idSerie/idCuadro y extraer series comparables CoDi/SPEI.
N25	COMPARATIVE_STUDY_OF_ELECTORAL_SYSTEMS_MEXICO_2018	OE-6a75b1a2239a134c0f76a622	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L10	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	Solo hay documentación de diseño/contenido electoral; falta codebook México y la variable exacta exigida por la necesidad.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	Solo hay documentación de diseño/contenido electoral; falta codebook México y la variable exacta exigida por la necesidad.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.
N25	CSES	OE-cedf8cc675c79d950d6148cf	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L12	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	Solo hay documentación de diseño/contenido electoral; falta codebook México y la variable exacta exigida por la necesidad.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	Solo hay documentación de diseño/contenido electoral; falta codebook México y la variable exacta exigida por la necesidad.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.
N25	ENCUP	OE-69905761f187f3a3ed192af6	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-fuentes-2026-08-06.tsv:L26	APERTURA_INDETERMINADA	NO_DETERMINADO	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	Existen cuestionarios y base local, pero la relación electoral N25 no tiene todavía serie municipal pareada por tipo de elección.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	Existen cuestionarios y base local, pero la relación electoral N25 no tiene todavía serie municipal pareada por tipo de elección.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Abrir cuestionario/base ENCUP solo para confirmar unidad geográfica y turnout; si no hay municipio×tipo de elección, cerrar esta relación.
N25	EXPERIMENTO_DE_INFORMACION_ELECTORAL_2009	OE-8f2afe044e85aa01a5d1887e	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:data/catalogo-fuentes-v2_0.md;MAIN:data/cola-aperturas-externas-2026-08-06.tsv	Serie municipal pareada por tipo de elección.	NO_DETERMINADO	Serie municipal pareada por tipo de elección.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La documentación describe tratamiento y turnout en 2009, pero no acredita una serie municipal pareada concurrente/no concurrente.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La documentación describe tratamiento y turnout en 2009, pero no acredita una serie municipal pareada concurrente/no concurrente.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Abrir índice/codebook del paquete y verificar nivel municipal, años y tipo de elección; mantener separado efecto experimental de serie municipal.
N26	CSES	OE-b68e43b5cbf141f527a529c9	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L7	APERTURA_INDETERMINADA	NO_DETERMINADO	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	Solo hay documentación de diseño/contenido electoral; falta codebook México y la variable exacta exigida por la necesidad.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	Solo hay documentación de diseño/contenido electoral; falta codebook México y la variable exacta exigida por la necesidad.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.
N26	CSES	OE-8d69579f53b76eab7ab312af	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L12	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	Solo hay documentación de diseño/contenido electoral; falta codebook México y la variable exacta exigida por la necesidad.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	Solo hay documentación de diseño/contenido electoral; falta codebook México y la variable exacta exigida por la necesidad.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.
N27	ACLED	OE-e33de56e4b7fd1b0c81357a2	APERTURA_LOCAL_DELIMITADA	MAIN:forense/notas/2026-08-08-verif3.md:L105	Variables reales	Variables reales	El archivo completo solo tiene Country, Month, Year y Events; está agregado mes×año y carece de evento, actor, agravio, respuesta y entorno urbano/rural.	NO_DETERMINADO	NO_DETERMINADO	Documento/archivo completo citado	NO_APLICA	Se verificó el contenido y alcance del universo local citado.	No cubre el componente específico de la necesidad.	Evita usar esta fuente como parámetro para esta relación; conserva el límite de medición.	NO_APLICA	Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.
N27	CSES	OE-a56efe10a720cb6696d3271e	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L7	APERTURA_INDETERMINADA	NO_DETERMINADO	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	Solo hay documentación de diseño/contenido electoral; falta codebook México y la variable exacta exigida por la necesidad.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	Solo hay documentación de diseño/contenido electoral; falta codebook México y la variable exacta exigida por la necesidad.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.
N27	MASS_MOBILIZATION_PROTEST_DATA	OE-5aa6b367a88c5019bde50c20	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9	APERTURA_INDETERMINADA	NO_DETERMINADO	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La documentación confirma evento, demanda, actores, respuesta y lugar, pero falta abrir el archivo México y verificar granularidad/entorno.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La documentación confirma evento, demanda, actores, respuesta y lugar, pero falta abrir el archivo México y verificar granularidad/entorno.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Abrir codebook y archivo México; comprobar localización, actor, respuesta y derivabilidad urbano/rural.
N27	RELLABORALES	OE-ede59336763d11312f8c178e	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	Eventos con agravio, actor, respuesta y entorno urbano/rural.	NO_DETERMINADO	Eventos con agravio, actor, respuesta y entorno urbano/rural.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La etiqueta/fuente no aporta en esta fila un payload e instrumento concreto con las variables requeridas.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La etiqueta/fuente no aporta en esta fila un payload e instrumento concreto con las variables requeridas.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Resolver a un payload canónico local y abrir tabla/diccionario con unidad, periodo y variables de exposición y desenlace.
N28	SICS	OE-8956933de168361a2512c945	APERTURA_LOCAL_DELIMITADA	MAIN:forense/notas/2026-08-08-verif3.md:L195	variable de sanción o monitoreo a nivel comité	variable de sanción o monitoreo a nivel comité	El CSV completo está agregado nacional×año; no tiene identificador de comité ni variable de sanción/monitoreo, por lo que no permite comparar contribución sostenida.	NO_DETERMINADO	NO_DETERMINADO	Documento/archivo completo citado	NO_APLICA	Se verificó el contenido y alcance del universo local citado.	No cubre el componente específico de la necesidad.	Evita usar esta fuente como parámetro para esta relación; conserva el límite de medición.	NO_APLICA	Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.
N29	FINANZAS	OE-d644fa49bac078e3b0ce67b3	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	Usuario/tanda con participación, cumplimiento, incumplimiento y reputación.	NO_DETERMINADO	Usuario/tanda con participación, cumplimiento, incumplimiento y reputación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La referencia formula una necesidad o hipótesis financiera, pero no identifica un instrumento/payload único ni una variable verificable.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La referencia formula una necesidad o hipótesis financiera, pero no identifica un instrumento/payload único ni una variable verificable.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.
N30	ENBIARE	OE-ee12358875d1e590d07df047	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:corpus/reports/Mexican_Population_Genomics__2025-2026_Scientific_and_Market_Opportunity_Update.md	Disposición a transar con desconocidos por nivel de enforcement.	NO_DETERMINADO	Disposición a transar con desconocidos por nivel de enforcement.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	El instrumento abierto contiene bienestar y redes, pero no hay localizador de disposición a transar con desconocidos estratificada por enforcement.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	El instrumento abierto contiene bienestar y redes, pero no hay localizador de disposición a transar con desconocidos estratificada por enforcement.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Buscar en el diccionario ENBIARE abierto términos de desconocido, transacción, sanción y confianza; documentar ausencia delimitada si no aparecen.
N31	ESTUDIOS_DE_RECHAZOS_Y_CORPUS_PRAGMATICO_DE_FELIX_BRASDEFER	OE-04360854956741a50504a5b4	APERTURA_LOCAL_DELIMITADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L18	20 hablantes mexicanos varones universitarios	20 hablantes mexicanos varones universitarios	La evidencia ancla es una muestra universitaria/local; N31 exige replicación fuera de esa muestra y el corpus abierto no aporta el pareo superior/inferior requerido.	NO_DETERMINADO	NO_DETERMINADO	Documento/archivo completo citado	NO_APLICA	Se verificó el contenido y alcance del universo local citado.	No cubre el componente específico de la necesidad.	Evita usar esta fuente como parámetro para esta relación; conserva el límite de medición.	NO_APLICA	Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.
N32	SE	OE-d8746552888bcd683139d5bd	APERTURA_LOCAL_DELIMITADA	MAIN:forense/notas/2026-08-08-verif3.md:L250	Cero variables de frecuencia conductual	Cero variables de frecuencia conductual	El reporte ECCO completo contiene promedios perceptuales, no panel organizacional con rotación y desempeño auditado.	NO_DETERMINADO	NO_DETERMINADO	Documento/archivo completo citado	NO_APLICA	Se verificó el contenido y alcance del universo local citado.	No cubre el componente específico de la necesidad.	Evita usar esta fuente como parámetro para esta relación; conserva el límite de medición.	NO_APLICA	Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones.	Revisión dirigida de referencias locales ya reunidas; sin discovery panorámico ni propagación entre necesidades.	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.
