candidato_reconciliacion_id	activos_implicados	declaraciones_implicadas	similitud_observada	razon_candidata	evidencia_pendiente	estado_revision
CREC-07eb05c00a5e3a78f25c23d3	ACT-4c80ac40cdd64acada7da11f;ACT-a3328b06d94f6e8b136aa9ba	DEC-185a654cd81ce618572748d5;DEC-6533e3a2f12468d525085dc5	nombre_archivo_exacto:04_campeche_1995_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-f46e27b90c91c98b54511a5d	ACT-84a5be42043cbacd796a8fab;ACT-ae11fde4fb366c6a49e25a90	DEC-9185db72d10d870887eed8e5;DEC-a895dd6adc9c85b533d8fea3	nombre_archivo_exacto:04_campeche_2000_iter_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-1589809de3b0c438ada07ac3	ACT-295943981ec5915ea6f78e26;ACT-bd067ef8d9b5ceebb2e53b26	DEC-4733a1445bfbe17dea72a5d0;DEC-924f576d7f285f0325d0f648	nombre_archivo_exacto:04_campeche_2000_iter_txt.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-4130e97f5b68b023c5f7aadb	ACT-21251ab4d6bee89e94de007e;ACT-afa2a499b73b985dac9cfe92	DEC-1b5bbf4a2662261e42a4c837;DEC-b4efeb4588a033201ad0bb80	nombre_archivo_exacto:04_campeche_2000_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-136a5e4687623d03aa4341aa	ACT-62b0e061e45f0c9c94c73144;ACT-c37db5b7ecd57130cae3a4ba	DEC-4247b2a051f675c903452352;DEC-aeb434405312f527513e6a70	nombre_archivo_exacto:04_campeche_2005_iter_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-bde0d5e6e2dfdd58c6b28706	ACT-24ccff203e42c9fc279c8cdf;ACT-db63fbf0e57d4b443c41f0f2	DEC-3725811eda4869a6c9d33cfe;DEC-c3421bd3289276252690c81a	nombre_archivo_exacto:04_campeche_2005_iter_txt.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-51f7af68590b9c1ff6f96768	ACT-5c74ef1e7bcb39fd1c106edb;ACT-c8a3c84f7e5363e38b8a4afe	DEC-31db4e25808dff47368d6ad6;DEC-6515227a598d313a392e1c14	nombre_archivo_exacto:04_campeche_2005_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-477126143ff50ca8490bcd12	ACT-5da86366a43546282ce513ed;ACT-d1fe9180330c4a6fb2f38ee0	DEC-7704abbe2556ac243c7a5df0;DEC-a2aa2d4903d08c263c83d52b	nombre_archivo_exacto:04_campeche_2010_ageb_manzana_urbana_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-2b4135aeb7d32299ecbb6e59	ACT-035461ca270959a2987fc340;ACT-b7a4be87c1d140021f2339e6	DEC-033441abd599777bda02ea9a;DEC-82da33bc7529275686b01612	nombre_archivo_exacto:04_campeche_2010_ageb_manzana_urbana_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-59954b834912eb2337c6eebc	ACT-282968cab1002ed097eca914;ACT-fbe9c39bbaaabf30c951881a	DEC-c03b590a3a0c548cb6016d08;DEC-f5bafccfd40e38fa489d0f7c	nombre_archivo_exacto:04_campeche_2010_iter_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-46c13bc1ec2895f444345b78	ACT-9401bf9f6547f905fdc2b1ec;ACT-dae76d32996e6c345bf21833	DEC-713f97e9a02a6751b40d20ff;DEC-745644d8ea31add1e7cfb3b2	nombre_archivo_exacto:04_campeche_2010_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-0594410e1e21cb8a52fb7697	ACT-3227ed9fd9d9904b3e6fdb32;ACT-a470fd18d38b15a3f174aa39	DEC-55622f2fdacca277db2f25ae;DEC-66041c237e8743e9f06c3e96	nombre_archivo_exacto:05_coahuila_1990_iter_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-c29c46a82619190e6e31872e	ACT-62bb0d4232de924f104388c6;ACT-eb5145206841e6e65ab9f4a8	DEC-04fda1c8e63b3ac74bfa1fb6;DEC-14b2d48bf787d7da00412570	nombre_archivo_exacto:05_coahuila_1990_iter_txt.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-e495672d7cbac0f544f9974d	ACT-3d631c9595fdc6e3a4590612;ACT-830d2fa5e165b780e67ea851	DEC-6508223ec5b6a55053422016;DEC-f44febb2dde88c0c47a44d01	nombre_archivo_exacto:05_coahuila_1990_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-519cfd59d7b1de3714e03bf7	ACT-9591bd07ed9fc37d3622aa85;ACT-fc22a23fad80208931b49b89	DEC-17fd9af673aab55e8d4f626c;DEC-58647700679218464ea53634	nombre_archivo_exacto:05_coahuila_1995_iter_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-ce36359f4e11151231ccc774	ACT-04252ce1a8c4286c7b8a6a98;ACT-579c2f760eab8ca679cc3ed7	DEC-3c1abf6418848df5c5437573;DEC-cb01272531b9f829bda637ff	nombre_archivo_exacto:05_coahuila_1995_iter_txt.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-74d7ded027f2999ce06b96f8	ACT-e263bcf7af9a7670b4a710fe;ACT-e2b828a4a4e49d23d174ae1f	DEC-6c3fe41661638678eee672af;DEC-e6dfc7a54cabedba54c8e81e	nombre_archivo_exacto:05_coahuila_1995_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-12d1533c49afd47233c6e68d	ACT-26233bdb14081f39f3396c3f;ACT-c049fad22d725f8c150da50a	DEC-ad104adf85ee4aa167f4f5a7;DEC-fc43da7caaa2e450cbb6ef9c	nombre_archivo_exacto:05_coahuila_2000_iter_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-631460e262f82817a390f3a3	ACT-0c6d89eaa2c1837fece3d8cc;ACT-dad2e1ffa42d7af046d7b521	DEC-02ea6578bbe38ecf1c675c09;DEC-1e31f78fd59d60e615366097	nombre_archivo_exacto:05_coahuila_2000_iter_txt.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-6d2cbaff7cf39fae5a20a67b	ACT-cc47dd651d511302e96ccb2d;ACT-eaeb4827de3330c74a8a9462	DEC-314d3cf7ff114a71794e3052;DEC-d3501e89ce79c11b4097b7bd	nombre_archivo_exacto:05_coahuila_2000_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-4af7e34a5060b5d8329a3cad	ACT-0b6dbf4d7e92e7ab686b245b;ACT-5b985c9fc802a8a05bb3c4fa	DEC-7b5c8e17378de3814f9b6c15;DEC-ab4cef281944c753550a0b38	nombre_archivo_exacto:05_coahuila_2005_iter_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-38255764a0ef588dce2e310d	ACT-cdaf9d5433386a2ace5fd0fd;ACT-e7c3d3a1572ee22432d4fda6	DEC-502c45ac985ab7dceafb5c47;DEC-65ebe752b87c052f7829c527	nombre_archivo_exacto:05_coahuila_2005_iter_txt.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-6add65ac79c2eaa4cf52a094	ACT-9d8c42525c0fecb9e179582c;ACT-a1bd7cf5645d9390b3365945	DEC-bdb782aba970c7e0e711fea4;DEC-d19da01f3fd7d9f7948951fa	nombre_archivo_exacto:05_coahuila_2005_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-fc3e83eb4c27365efea11725	ACT-1176ee8b211cbb83b1c1d775;ACT-72bc4e4d8f50a3c34541a0b4	DEC-1158784a2da414bd8f2ba7c6;DEC-5410800b094094cdc68c58f5	nombre_archivo_exacto:05_coahuila_2010_ageb_manzana_urbana_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-f1761aed8b110f838413d352	ACT-46c892e3713f1bd4cfbe7d48;ACT-ce45fbfe08e5bfeb0477ee19	DEC-00632330ce0309ae67e3d020;DEC-1885382be034b39fa57f477c	nombre_archivo_exacto:05_coahuila_2010_ageb_manzana_urbana_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-0d4317d27379403c75d3101b	ACT-b2f17b8188cc98f4e2067b64;ACT-bd2ba4aa6cc67b225ef4effd	DEC-6c282a775882825e005a0393;DEC-c7bcda066d235c5cb3b63941	nombre_archivo_exacto:05_coahuila_2010_iter_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-bfc3dda0d275ca974d43827d	ACT-1d9e35ff1161a08825f87c0c;ACT-dba65cdb8823865e1617ec06	DEC-e020a7821be806f55d2c0309;DEC-fdb965b8a22dc6882e0090ef	nombre_archivo_exacto:05_coahuila_2010_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-906594fd06ba0187b19572cd	ACT-57762a0249b2eead03c76559;ACT-87cf07ee62c823b9ed25d6f9	DEC-0451c4ea17f7f269ca932f11;DEC-bfe6aad9c3056c7afbe8d161	nombre_archivo_exacto:06_colima_1990_iter_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-be7414a7dda8f1c39fcf67b1	ACT-3c5732e9d296851304e125ee;ACT-f6cca1d789ed63156ddf12d6	DEC-9c8f8f34e10e52b017b136ca;DEC-b8b585836868d0720a177982	nombre_archivo_exacto:06_colima_1990_iter_txt.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-0de0ea8415d59807883f2bf3	ACT-116072502883305c1481071e;ACT-c59d21746a2f061af33d9b9c	DEC-a2f726fd2ad5fc2dc115a422;DEC-bf875a6a8ca61cc4d9271c7d	nombre_archivo_exacto:06_colima_1990_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-5bab83344ae524547ed4ad8a	ACT-5119736fe0ca7788b8876197;ACT-84d0e62b52c809f42b838fd7	DEC-62463c74ecc7021e2b4499e3;DEC-b690947cc34691b83e16c11f	nombre_archivo_exacto:06_colima_1995_iter_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-c699276bf3d74a910cca8052	ACT-8cae91df1fa9ed22ea1393db;ACT-96ed1c45fe2fb023601f73bb	DEC-108334771c824d5510a771ee;DEC-9ab0fb9c79064a9eca70dd97	nombre_archivo_exacto:06_colima_1995_iter_txt.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-a7a5195a17c0bab87b7ad00b	ACT-6c540f14688db4aa02e7189f;ACT-99dc1c602ef7e1ce1dd4401b	DEC-39335c8d6b0f9f0d1365f72f;DEC-d5b832f84731d94f8c35bd8b	nombre_archivo_exacto:06_colima_1995_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-3bc5f1a76e2b0f621ecd3571	ACT-48d7fbe879710eb2a8a2b98a;ACT-d211108768c6c42d34266642	DEC-6e7e06d2f6af28347c6dd4f1;DEC-9639492fa41358e287e184f9	nombre_archivo_exacto:06_colima_2000_iter_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-39333863eec14513a591a355	ACT-60abe001f2a46eb554fd2bef;ACT-893aacffdc1de0e159f049ed	DEC-2d321927ea2ecf694fb00830;DEC-f3d69ecff3fedf37d114be2e	nombre_archivo_exacto:06_colima_2000_iter_txt.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-64106748da3d3c81a89c16ec	ACT-7822cf41cb8aaad4e048fb11;ACT-e769db4415d95c99b50883fd	DEC-be06bebbe15892da131f82a7;DEC-e0fc002eee39ccdf4636206d	nombre_archivo_exacto:06_colima_2000_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-1ae14fe08db320e4a294cc6b	ACT-bad3ff46754ba4113e1e221a;ACT-cea6113938933bab231b4d59	DEC-40975772a9e11657ca9ebff8;DEC-d7d747c87c8e1f0f10186024	nombre_archivo_exacto:06_colima_2005_iter_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-dff5a570456855042600a47b	ACT-3f70bc129461d7cb978655e2;ACT-c96e6b925831e09d2d6dc2e4	DEC-235ccc6a14412fcb977ba3e4;DEC-58d4b2ed8dea1b1818a1dfc1	nombre_archivo_exacto:06_colima_2005_iter_txt.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-de68e91bae23bf19a1ce6975	ACT-d9117a47c634bd952f88003c;ACT-e4c1d34abe7caeb1f34540b2	DEC-9f9a550ce1e650b282ececaf;DEC-f055c23cc9024c6b6d1b3e36	nombre_archivo_exacto:06_colima_2005_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-48bb8017cd0dfef57a4788b6	ACT-29371d33e9a3a1c4399611f8;ACT-991946f17927ae9eb9ce8bca	DEC-2341fdeb0cdc46bab5b1d717;DEC-2e68571c563bb5588c49a3d1	nombre_archivo_exacto:06_colima_2010_ageb_manzana_urbana_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-d6034065d2e140a13fbfec75	ACT-390442cd098eb6f8132896a5;ACT-bdd79e3bb31ee358dd366053	DEC-37adb4becf83f7cee8b48b30;DEC-c023d3e2399a69a6e1fe5226	nombre_archivo_exacto:06_colima_2010_ageb_manzana_urbana_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-48712622591fbfaf56116b21	ACT-889d7d5e65019ab7ac81a08b;ACT-ba7feef148105d4b30afac93	DEC-838e32550ede45f71a735f61;DEC-877cc2efbd9a2dc43635dcbc	nombre_archivo_exacto:06_colima_2010_iter_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-3d560dfcac53f28bf436a110	ACT-0722c33391788dbfc890cd80;ACT-3141f3d39d23a773394b5f86	DEC-a327c8bb127146e7ffa15cc2;DEC-ad299116c080165a23a83fd1	nombre_archivo_exacto:06_colima_2010_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-481e763d05239d91b89532eb	ACT-0fd209ee8878b48d646f5404;ACT-56e5ff40caa6a646516be3b4	DEC-61066fd04efc5f557c268b7e;DEC-7fb17927cb1f1bf16efdd5c6	nombre_archivo_exacto:07_chiapas_1990_iter_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-17a5e1fefa5dc58ef5347b03	ACT-46bf4b448a5073ce0b167f4b;ACT-d846c800865d02c4872fcc38	DEC-2769e165b95d2c07eae0f384;DEC-c217bbc8950397e9d822f3a3	nombre_archivo_exacto:07_chiapas_1990_iter_txt.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-1d0935f2fbb8dd3d191907da	ACT-a556a688141effe3fc106ada;ACT-f561743da8af7f95eb9f56f2	DEC-7cd93b64aedb9d17747cf3ff;DEC-e21152afc684175dec1f9a65	nombre_archivo_exacto:07_chiapas_1990_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-94f0e48f115b668e301b60de	ACT-2c8c37afad0fe4e53c27a877;ACT-b5df4d2b408dc65eef74679f	DEC-22aebdb1b47663d4ee3d5f24;DEC-2b8bcde1fe3ee88d8e099c24	nombre_archivo_exacto:07_chiapas_1995_iter_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-06f3f9926866224e4e3ff8a0	ACT-7b1fff9c0e96072b5794f767;ACT-e4f3108190685285eb600e9f	DEC-1d46711179e20a7854baa637;DEC-8b43843e8cc755111ee01287	nombre_archivo_exacto:07_chiapas_1995_iter_txt.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-ccc77b86fb7d77fa489134bc	ACT-af0abee4188b6460f6482a3c;ACT-e0eafc8c3829b8ee6945023a	DEC-1c17f48dc2a285e6ab6925bf;DEC-1e08843399c4abfcaec65768	nombre_archivo_exacto:07_chiapas_1995_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-b94a04b9478f8cc3602072a1	ACT-a7c7893e1da84762710b451f;ACT-c7c2954c692fa13897814881	DEC-4db1a34857ccbe7059b4dabf;DEC-6de26721369a635ec5806ac2	nombre_archivo_exacto:07_chiapas_2000_iter_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-79d97dac83604c45d6608f07	ACT-7deafe297ca49bf1ca13159d;ACT-fbad559be7c51cb3c5ead432	DEC-529054c58dd8e0d7da9252bd;DEC-ad6b623a241c0ab172be97c0	nombre_archivo_exacto:07_chiapas_2000_iter_txt.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-93d0fb0c9c2877e8a64c1375	ACT-1397ec5f8b970b9f8a95356a;ACT-6bb947ae788122b49871907e	DEC-82bacdde86725bb0d9003033;DEC-dee817b0b6356f194de10ea1	nombre_archivo_exacto:07_chiapas_2000_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-ce9d1eb932c4c78adecf94f2	ACT-4645d22c428b3c7409576c4d;ACT-98aab844b66d7514d4c75407	DEC-0500eb942fa902c464f99baf;DEC-181c614a3a835e740d4e49cd	nombre_archivo_exacto:07_chiapas_2005_iter_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-0b864ccd483071bbb9f37cf3	ACT-cf7e37792f596922c6b2fda8;ACT-f0700393b38e7c6c8599ea4e	DEC-72c793286fbe0f6cc8ba7b9f;DEC-79abe6d964ac8fdce64c4dc7	nombre_archivo_exacto:07_chiapas_2005_iter_txt.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-0fce4abd87097f59c35ef269	ACT-1308fe2fa56fa043e3530f4e;ACT-baf2581140a1cb06a4abb931	DEC-6e0a5896d8cd8a0b601f145e;DEC-b75c98a71f93fe9485ee61eb	nombre_archivo_exacto:07_chiapas_2005_iter_xls.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-c3fd3d4f3276c53d6e5b4d4a	ACT-831a1913e25bdb62780be671;ACT-9accf86bb6d1bae3f881364c	DEC-e4f4b9075402964c972487c8;DEC-ec9c14acd1f7a57d366840ca	nombre_archivo_exacto:07_chiapas_2010_ageb_manzana_urbana_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
