fecha,producto,regimen_definicion,imor_porcentaje,unidad_observacion,universo_institucional,fuente
2016-01,Consumo total,PRE_IFRS9_CARTERA_VENCIDA,3.960000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-05,Nómina,IFRS9_ETAPA_3,2.830000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-06,Nómina,IFRS9_ETAPA_3,2.880000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-07,Nómina,IFRS9_ETAPA_3,2.670000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-08,Nómina,IFRS9_ETAPA_3,2.860000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-09,Nómina,IFRS9_ETAPA_3,2.920000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-10,Nómina,IFRS9_ETAPA_3,3.020000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-11,Nómina,IFRS9_ETAPA_3,2.790000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2022-12,Nómina,IFRS9_ETAPA_3,2.860000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-01,Nómina,IFRS9_ETAPA_3,2.890000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-02,Nómina,IFRS9_ETAPA_3,2.810000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-03,Nómina,IFRS9_ETAPA_3,2.670000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-04,Nómina,IFRS9_ETAPA_3,2.670000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-05,Nómina,IFRS9_ETAPA_3,2.820000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-06,Nómina,IFRS9_ETAPA_3,2.830000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-07,Nómina,IFRS9_ETAPA_3,2.930000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-08,Nómina,IFRS9_ETAPA_3,2.940000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-09,Nómina,IFRS9_ETAPA_3,3.000000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-10,Nómina,IFRS9_ETAPA_3,3.100000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-11,Nómina,IFRS9_ETAPA_3,3.140000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2023-12,Nómina,IFRS9_ETAPA_3,3.170000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-01,Nómina,IFRS9_ETAPA_3,3.110000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-02,Nómina,IFRS9_ETAPA_3,3.020000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-03,Nómina,IFRS9_ETAPA_3,2.760000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-04,Nómina,IFRS9_ETAPA_3,2.740000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-05,Nómina,IFRS9_ETAPA_3,2.750000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-06,Nómina,IFRS9_ETAPA_3,2.700000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-07,Nómina,IFRS9_ETAPA_3,2.680000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-08,Nómina,IFRS9_ETAPA_3,2.630000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-09,Nómina,IFRS9_ETAPA_3,2.740000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-10,Nómina,IFRS9_ETAPA_3,2.760000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-11,Nómina,IFRS9_ETAPA_3,2.780000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2024-12,Nómina,IFRS9_ETAPA_3,2.890000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-01,Nómina,IFRS9_ETAPA_3,2.930000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-02,Nómina,IFRS9_ETAPA_3,2.940000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-03,Nómina,IFRS9_ETAPA_3,2.810000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-04,Nómina,IFRS9_ETAPA_3,2.730000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-05,Nómina,IFRS9_ETAPA_3,2.820000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-06,Nómina,IFRS9_ETAPA_3,2.850000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-07,Nómina,IFRS9_ETAPA_3,2.790000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-08,Nómina,IFRS9_ETAPA_3,2.690000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-09,Nómina,IFRS9_ETAPA_3,2.730000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-10,Nómina,IFRS9_ETAPA_3,2.770000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-11,Nómina,IFRS9_ETAPA_3,2.850000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2025-12,Nómina,IFRS9_ETAPA_3,2.960000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2026-01,Nómina,IFRS9_ETAPA_3,3.010000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2026-02,Nómina,IFRS9_ETAPA_3,2.950000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2026-03,Nómina,IFRS9_ETAPA_3,2.770000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-01,Personales,PRE_IFRS9_CARTERA_VENCIDA,4.620000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-02,Personales,PRE_IFRS9_CARTERA_VENCIDA,4.600000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-03,Personales,PRE_IFRS9_CARTERA_VENCIDA,4.450000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-04,Personales,PRE_IFRS9_CARTERA_VENCIDA,4.360000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-05,Personales,PRE_IFRS9_CARTERA_VENCIDA,4.450000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-06,Personales,PRE_IFRS9_CARTERA_VENCIDA,4.360000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-07,Personales,PRE_IFRS9_CARTERA_VENCIDA,4.380000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-08,Personales,PRE_IFRS9_CARTERA_VENCIDA,4.410000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-09,Personales,PRE_IFRS9_CARTERA_VENCIDA,4.390000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-10,Personales,PRE_IFRS9_CARTERA_VENCIDA,4.440000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-11,Personales,PRE_IFRS9_CARTERA_VENCIDA,4.640000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2016-12,Personales,PRE_IFRS9_CARTERA_VENCIDA,4.590000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-01,Personales,PRE_IFRS9_CARTERA_VENCIDA,4.910000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-02,Personales,PRE_IFRS9_CARTERA_VENCIDA,4.890000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-03,Personales,PRE_IFRS9_CARTERA_VENCIDA,4.780000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-04,Personales,PRE_IFRS9_CARTERA_VENCIDA,4.730000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-05,Personales,PRE_IFRS9_CARTERA_VENCIDA,4.830000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-06,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.150000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-07,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.240000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-08,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.250000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-09,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.220000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-10,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.440000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-11,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.580000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2017-12,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.640000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-01,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.850000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-02,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.820000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-03,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.890000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-04,Personales,PRE_IFRS9_CARTERA_VENCIDA,6.060000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-05,Personales,PRE_IFRS9_CARTERA_VENCIDA,6.160000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-06,Personales,PRE_IFRS9_CARTERA_VENCIDA,6.030000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-07,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.970000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-08,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.900000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-09,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.870000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-10,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.890000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-11,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.670000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2018-12,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.560000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-01,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.550000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-02,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.530000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-03,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.390000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-04,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.370000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-05,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.360000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-06,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.380000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-07,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.490000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-08,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.470000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-09,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.550000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-10,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.520000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-11,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.510000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2019-12,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.500000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-01,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.480000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-02,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.450000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-03,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.420000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-04,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.570000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-05,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.970000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-06,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.970000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-07,Personales,PRE_IFRS9_CARTERA_VENCIDA,6.010000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-08,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.840000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-09,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.740000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-10,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.690000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-11,Personales,PRE_IFRS9_CARTERA_VENCIDA,6.790000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2020-12,Personales,PRE_IFRS9_CARTERA_VENCIDA,7.390000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-01,Personales,PRE_IFRS9_CARTERA_VENCIDA,7.600000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-02,Personales,PRE_IFRS9_CARTERA_VENCIDA,7.580000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-03,Personales,PRE_IFRS9_CARTERA_VENCIDA,6.970000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-04,Personales,PRE_IFRS9_CARTERA_VENCIDA,6.570000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-05,Personales,PRE_IFRS9_CARTERA_VENCIDA,6.370000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-06,Personales,PRE_IFRS9_CARTERA_VENCIDA,6.000000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
2021-07,Personales,PRE_IFRS9_CARTERA_VENCIDA,5.750000,porcentaje de saldos,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,gen2_banxico_imor_consumo_producto_mensual_2026t1_html
