serie_id	instrumento	dominio	conducta_texto	eje	segmento	unidad	dictamen	direccion	k	olas	delta_pp	pares_fuera	causa_sin_serie	calc	result
ENCIG-C-LUZ-DIGITAL-EDAD-18-29	ENCIG	Trámites y Estado	Pago ordinario del servicio de luz realizado por canal digital útil (Internet/app o cajero/kiosco) — numerador P7_3 ∈ {4,5}, denominador P7_3 ∈ {1,2,4,5,6}, N_TRA = 01	EDAD	18-29	TRAMITE	SALTO-SIN-EXPLICAR	NINGUNA	5	2015,2017,2019,2021,2023	9.408323665318552	2019>2021:COMPARABLE:SUBE:9.035731299304384pp:2020=NO		CALC-ENCIG-SERIE-DICTAMEN-0001	RESULT-DC-ENCIG-TABLA#serie_id=ENCIG-C-LUZ-DIGITAL-EDAD-18-29
ENCIG-C-LUZ-DIGITAL-EDAD-30-44	ENCIG	Trámites y Estado	Pago ordinario del servicio de luz realizado por canal digital útil (Internet/app o cajero/kiosco) — numerador P7_3 ∈ {4,5}, denominador P7_3 ∈ {1,2,4,5,6}, N_TRA = 01	EDAD	30-44	TRAMITE	ESTABLE	NINGUNA	5	2015,2017,2019,2021,2023	11.899021571977253	NINGUNO		CALC-ENCIG-SERIE-DICTAMEN-0001	RESULT-DC-ENCIG-TABLA#serie_id=ENCIG-C-LUZ-DIGITAL-EDAD-30-44
ENCIG-C-LUZ-DIGITAL-EDAD-45-59	ENCIG	Trámites y Estado	Pago ordinario del servicio de luz realizado por canal digital útil (Internet/app o cajero/kiosco) — numerador P7_3 ∈ {4,5}, denominador P7_3 ∈ {1,2,4,5,6}, N_TRA = 01	EDAD	45-59	TRAMITE	ESTABLE	NINGUNA	5	2015,2017,2019,2021,2023	6.121569454858045	NINGUNO		CALC-ENCIG-SERIE-DICTAMEN-0001	RESULT-DC-ENCIG-TABLA#serie_id=ENCIG-C-LUZ-DIGITAL-EDAD-45-59
ENCIG-C-LUZ-DIGITAL-EDAD-60-MAS	ENCIG	Trámites y Estado	Pago ordinario del servicio de luz realizado por canal digital útil (Internet/app o cajero/kiosco) — numerador P7_3 ∈ {4,5}, denominador P7_3 ∈ {1,2,4,5,6}, N_TRA = 01	EDAD	60-MAS	TRAMITE	ESTABLE	NINGUNA	5	2015,2017,2019,2021,2023	1.1219851291875027	NINGUNO		CALC-ENCIG-SERIE-DICTAMEN-0001	RESULT-DC-ENCIG-TABLA#serie_id=ENCIG-C-LUZ-DIGITAL-EDAD-60-MAS
ENCIG-C-LUZ-DIGITAL-ESCOLARIDAD-HASTA-PRIMARIA	ENCIG	Trámites y Estado	Pago ordinario del servicio de luz realizado por canal digital útil (Internet/app o cajero/kiosco) — numerador P7_3 ∈ {4,5}, denominador P7_3 ∈ {1,2,4,5,6}, N_TRA = 01	ESCOLARIDAD	HASTA-PRIMARIA	TRAMITE	SALTO-SIN-EXPLICAR	NINGUNA	5	2015,2017,2019,2021,2023	-7.383234071973066	2021>2023:COMPARABLE:BAJA:-9.217573357214992pp:2020=NO		CALC-ENCIG-SERIE-DICTAMEN-0001	RESULT-DC-ENCIG-TABLA#serie_id=ENCIG-C-LUZ-DIGITAL-ESCOLARIDAD-HASTA-PRIMARIA
ENCIG-C-LUZ-DIGITAL-ESCOLARIDAD-MEDIA-SUPERIOR	ENCIG	Trámites y Estado	Pago ordinario del servicio de luz realizado por canal digital útil (Internet/app o cajero/kiosco) — numerador P7_3 ∈ {4,5}, denominador P7_3 ∈ {1,2,4,5,6}, N_TRA = 01	ESCOLARIDAD	MEDIA-SUPERIOR	TRAMITE	ESTABLE	NINGUNA	5	2015,2017,2019,2021,2023	4.394184940158807	NINGUNO		CALC-ENCIG-SERIE-DICTAMEN-0001	RESULT-DC-ENCIG-TABLA#serie_id=ENCIG-C-LUZ-DIGITAL-ESCOLARIDAD-MEDIA-SUPERIOR
ENCIG-C-LUZ-DIGITAL-ESCOLARIDAD-SECUNDARIA	ENCIG	Trámites y Estado	Pago ordinario del servicio de luz realizado por canal digital útil (Internet/app o cajero/kiosco) — numerador P7_3 ∈ {4,5}, denominador P7_3 ∈ {1,2,4,5,6}, N_TRA = 01	ESCOLARIDAD	SECUNDARIA	TRAMITE	ESTABLE	NINGUNA	5	2015,2017,2019,2021,2023	-3.7468824698144774	NINGUNO		CALC-ENCIG-SERIE-DICTAMEN-0001	RESULT-DC-ENCIG-TABLA#serie_id=ENCIG-C-LUZ-DIGITAL-ESCOLARIDAD-SECUNDARIA
ENCIG-C-LUZ-DIGITAL-ESCOLARIDAD-SUPERIOR	ENCIG	Trámites y Estado	Pago ordinario del servicio de luz realizado por canal digital útil (Internet/app o cajero/kiosco) — numerador P7_3 ∈ {4,5}, denominador P7_3 ∈ {1,2,4,5,6}, N_TRA = 01	ESCOLARIDAD	SUPERIOR	TRAMITE	ESTABLE	NINGUNA	5	2015,2017,2019,2021,2023	13.932709670639653	NINGUNO		CALC-ENCIG-SERIE-DICTAMEN-0001	RESULT-DC-ENCIG-TABLA#serie_id=ENCIG-C-LUZ-DIGITAL-ESCOLARIDAD-SUPERIOR
ENCIG-C-LUZ-DIGITAL-NACIONAL-TOTAL	ENCIG	Trámites y Estado	Pago ordinario del servicio de luz realizado por canal digital útil (Internet/app o cajero/kiosco) — numerador P7_3 ∈ {4,5}, denominador P7_3 ∈ {1,2,4,5,6}, N_TRA = 01	NACIONAL	TOTAL	TRAMITE	ESTABLE	NINGUNA	5	2015,2017,2019,2021,2023	5.616574104353955	NINGUNO		CALC-ENCIG-SERIE-DICTAMEN-0001	RESULT-DC-ENCIG-TABLA#serie_id=ENCIG-C-LUZ-DIGITAL-NACIONAL-TOTAL
ENCIG-C-LUZ-DIGITAL-SEXO-1	ENCIG	Trámites y Estado	Pago ordinario del servicio de luz realizado por canal digital útil (Internet/app o cajero/kiosco) — numerador P7_3 ∈ {4,5}, denominador P7_3 ∈ {1,2,4,5,6}, N_TRA = 01	SEXO	1	TRAMITE	ESTABLE	NINGUNA	5	2015,2017,2019,2021,2023	4.622951084792238	NINGUNO		CALC-ENCIG-SERIE-DICTAMEN-0001	RESULT-DC-ENCIG-TABLA#serie_id=ENCIG-C-LUZ-DIGITAL-SEXO-1
ENCIG-C-LUZ-DIGITAL-SEXO-2	ENCIG	Trámites y Estado	Pago ordinario del servicio de luz realizado por canal digital útil (Internet/app o cajero/kiosco) — numerador P7_3 ∈ {4,5}, denominador P7_3 ∈ {1,2,4,5,6}, N_TRA = 01	SEXO	2	TRAMITE	ESTABLE	NINGUNA	5	2015,2017,2019,2021,2023	4.8286918670806696	NINGUNO		CALC-ENCIG-SERIE-DICTAMEN-0001	RESULT-DC-ENCIG-TABLA#serie_id=ENCIG-C-LUZ-DIGITAL-SEXO-2
ENIF-DFVEJEZ-A-P-NO-RECIBE-NACIONAL-TOTAL	ENIF	familia	no_recibe_dinero_familiares_para_vejez	NACIONAL	TOTAL	complemento contado, 1-A-P-RECIBE	SIN-SERIE	NINGUNA	0	NINGUNA		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DFVEJEZ-A-P-NO-RECIBE-NACIONAL-TOTAL
ENIF-DFVEJEZ-A-P-RECIBE-NACIONAL-TOTAL	ENIF	familia	recibe_dinero_familiares_para_vejez	NACIONAL	TOTAL	p ponderado de recibe_dinero_familiares_para_vejez	SIN-SERIE	NINGUNA	0	NINGUNA		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DFVEJEZ-A-P-RECIBE-NACIONAL-TOTAL
ENIF-DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS	ENIF	dinero	tenencia de crédito bancario; ver denominador	NACIONAL	TODOS	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	-0.5028757531183592	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS
ENIF-DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA-NACIONAL-TODOS	ENIF	dinero	tenencia de crédito bancario; ver denominador	NACIONAL	TODOS	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	1.088347595356426	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA-NACIONAL-TODOS
ENIF-DIN-CREDITO-PISOS-ENIF-K1-CUENTA-CON-CUENTA	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	CUENTA	CON-CUENTA	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	1.505150493173174	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-CUENTA-CON-CUENTA
ENIF-DIN-CREDITO-PISOS-ENIF-K1-CUENTA-SIN-CUENTA	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	CUENTA	SIN-CUENTA	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	-0.8061706250535206	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-CUENTA-SIN-CUENTA
ENIF-DIN-CREDITO-PISOS-ENIF-K1-EDAD-18-29	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	EDAD	18-29	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	3.932612016348458	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-EDAD-18-29
ENIF-DIN-CREDITO-PISOS-ENIF-K1-EDAD-30-44	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	EDAD	30-44	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	5.963061157280314	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-EDAD-30-44
ENIF-DIN-CREDITO-PISOS-ENIF-K1-EDAD-45-59	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	EDAD	45-59	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	5.9801904599310065	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-EDAD-45-59
ENIF-DIN-CREDITO-PISOS-ENIF-K1-EDAD-60-MAS	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	EDAD	60-MAS	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	1.9866233233253094	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-EDAD-60-MAS
ENIF-DIN-CREDITO-PISOS-ENIF-K1-ESCOLARIDAD-HASTA-PRIMARIA	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ESCOLARIDAD	HASTA-PRIMARIA	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	-1.3949513731379481	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-ESCOLARIDAD-HASTA-PRIMARIA
ENIF-DIN-CREDITO-PISOS-ENIF-K1-ESCOLARIDAD-MEDIA-SUPERIOR	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ESCOLARIDAD	MEDIA-SUPERIOR	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	3.737978339944542	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-ESCOLARIDAD-MEDIA-SUPERIOR
ENIF-DIN-CREDITO-PISOS-ENIF-K1-ESCOLARIDAD-SECUNDARIA	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ESCOLARIDAD	SECUNDARIA	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	-1.196090697488028	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-ESCOLARIDAD-SECUNDARIA
ENIF-DIN-CREDITO-PISOS-ENIF-K1-ESCOLARIDAD-SUPERIOR	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ESCOLARIDAD	SUPERIOR	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	9.987678658390841	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-ESCOLARIDAD-SUPERIOR
ENIF-DIN-CREDITO-PISOS-ENIF-K1-FORMALIDAD-CON-SEGURIDAD-SOCIAL	ENIF	dinero	Proporciones marginales ponderadas ENIF 2018 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	FORMALIDAD	CON-SEGURIDAD-SOCIAL	proporción ponderada [0,1]	SIN-SERIE	NINGUNA	2	2018,2021	-0.23834241050102456	NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-FORMALIDAD-CON-SEGURIDAD-SOCIAL
ENIF-DIN-CREDITO-PISOS-ENIF-K1-FORMALIDAD-SIN-SEGURIDAD-SOCIAL	ENIF	dinero	Proporciones marginales ponderadas ENIF 2018 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	FORMALIDAD	SIN-SEGURIDAD-SOCIAL	proporción ponderada [0,1]	SIN-SERIE	NINGUNA	2	2018,2021	2.9549995316230317	NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-FORMALIDAD-SIN-SEGURIDAD-SOCIAL
ENIF-DIN-CREDITO-PISOS-ENIF-K1-LOCALIDAD-15-000-Y-MAS	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	LOCALIDAD	15-000-Y-MAS	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	3.061171874872548	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-LOCALIDAD-15-000-Y-MAS
ENIF-DIN-CREDITO-PISOS-ENIF-K1-LOCALIDAD-MENOR-DE-15-000	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	LOCALIDAD	MENOR-DE-15-000	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	5.6009921421445	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-LOCALIDAD-MENOR-DE-15-000
ENIF-DIN-CREDITO-PISOS-ENIF-K1-NACIONAL-TODOS	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	NACIONAL	TODOS	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	3.7860626841684897	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-NACIONAL-TODOS
ENIF-DIN-CREDITO-PISOS-ENIF-K1-SEXO-1	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	SEXO	1	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	6.382417507563498	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-SEXO-1
ENIF-DIN-CREDITO-PISOS-ENIF-K1-SEXO-2	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	SEXO	2	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	1.5182668101026475	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-SEXO-2
ENIF-DIN-CREDITO-PISOS-ENIF-K1-UNIVERSO-UNIVERSO-TRABAJA-NACIONAL-TOTAL	ENIF	dinero	Proporciones marginales ponderadas ENIF 2018 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	NACIONAL	TOTAL	proporción ponderada [0,1]	SIN-SERIE	NINGUNA	2	2018,2021	1.68819262278605	NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K1-UNIVERSO-UNIVERSO-TRABAJA-NACIONAL-TOTAL
ENIF-DIN-CREDITO-PISOS-ENIF-K2-AUTOMOTRIZ-CUENTA-CON-CUENTA	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	CUENTA	CON-CUENTA	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	0.609431826519323	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K2-AUTOMOTRIZ-CUENTA-CON-CUENTA
ENIF-DIN-CREDITO-PISOS-ENIF-K2-AUTOMOTRIZ-CUENTA-SIN-CUENTA	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	CUENTA	SIN-CUENTA	proporción ponderada [0,1]	ESTABLE	NINGUNA	3	2015,2018,2021	-0.09891665827397883	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K2-AUTOMOTRIZ-CUENTA-SIN-CUENTA
ENIF-DIN-CREDITO-PISOS-ENIF-K2-AUTOMOTRIZ-EDAD-18-29	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	EDAD	18-29	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	0.5303367021522785	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K2-AUTOMOTRIZ-EDAD-18-29
ENIF-DIN-CREDITO-PISOS-ENIF-K2-AUTOMOTRIZ-EDAD-30-44	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	EDAD	30-44	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	1.4828910367206123	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K2-AUTOMOTRIZ-EDAD-30-44
ENIF-DIN-CREDITO-PISOS-ENIF-K2-AUTOMOTRIZ-EDAD-45-59	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	EDAD	45-59	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	0.52979234948612	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K2-AUTOMOTRIZ-EDAD-45-59
ENIF-DIN-CREDITO-PISOS-ENIF-K2-AUTOMOTRIZ-EDAD-60-MAS	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	EDAD	60-MAS	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	-0.05444784634890572	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K2-AUTOMOTRIZ-EDAD-60-MAS
ENIF-DIN-CREDITO-PISOS-ENIF-K2-AUTOMOTRIZ-ESCOLARIDAD-HASTA-PRIMARIA	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ESCOLARIDAD	HASTA-PRIMARIA	proporción ponderada [0,1]	ESTABLE	NINGUNA	3	2015,2018,2021	-0.08725644018846472	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K2-AUTOMOTRIZ-ESCOLARIDAD-HASTA-PRIMARIA
ENIF-DIN-CREDITO-PISOS-ENIF-K2-AUTOMOTRIZ-ESCOLARIDAD-MEDIA-SUPERIOR	ENIF	dinero	Proporciones marginales ponderadas ENIF 2012 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ESCOLARIDAD	MEDIA-SUPERIOR	proporción ponderada [0,1]	ESTABLE	NINGUNA	4	2012,2015,2018,2021	1.0602435007235498	NINGUNO		CALC-ENIF-SERIE-DICTAMEN-0001	RESULT-DC-ENIF-TABLA#serie_id=ENIF-DIN-CREDITO-PISOS-ENIF-K2-AUTOMOTRIZ-ESCOLARIDAD-MEDIA-SUPERIOR
