# data/l3-ensanut2024-catalogos-v1_0.tsv -- ACTO MAESTRA37-L3, P0(b), COMMIT-1.
# Censo de los catalogos de valores de ENSANUT 2024 en la raiz descargas_mx
# (data/raices.local.yaml). Se lee TODO el catalogo: no se eligen terminos.
# Fuente: los .Catlogo.xlsx de INEGI, hojas "Variables" (etiqueta de variable)
# y "Valores" (codigo -> etiqueta de respuesta). Extraido con openpyxl 3.1.5.
# adultos entra SOLO por catalogo: adultos_ensanut2024_w.stata.stata.zip esta
# AUSENTE-EN-RAIZ (verificado al arrancar el acto, 3/sep/2026).
# utilizadores utilizadores_ensanut2024_w.Catlogo.xlsx       variables=122 filas_valor=398 variables_sin_catalogo=81
# hogar        hogar_ensanut2024_w_ICB.Catlogo.xlsx          variables=204 filas_valor=550 variables_sin_catalogo=68
# integrantes  integrantes_ensanut2024_w_ICB.Catlogo.xlsx    variables=261 filas_valor=2353 variables_sin_catalogo=65
# adultos      adultos_ensanut2024_w.Catlogo.xlsx            variables=843 filas_valor=3332 variables_sin_catalogo=244
# menores      menores_ensanut2024_w.Catlogo.xlsx            variables=484 filas_valor=1546 variables_sin_catalogo=153
modulo	variable_id	etiqueta_variable	codigo	etiqueta_valor
utilizadores	u0202c1c	U0202C1C ¿Por qué motivos no se/te atendió/atendiste en el centro de salud u hospital de la Secretaría de Salud?	9	No dedican suficiente tiempo a la consulta
utilizadores	u0202c1c	U0202C1C ¿Por qué motivos no se/te atendió/atendiste en el centro de salud u hospital de la Secretaría de Salud?	10	No me gusta la atención que dan/no son amables
utilizadores	u0202c1c	U0202C1C ¿Por qué motivos no se/te atendió/atendiste en el centro de salud u hospital de la Secretaría de Salud?	11	En general no confío en el diagnóstico /tratamiento
utilizadores	u0202c1c	U0202C1C ¿Por qué motivos no se/te atendió/atendiste en el centro de salud u hospital de la Secretaría de Salud?	12	No me gustan las instalaciones/equipo del lugar
utilizadores	u0202c1c	U0202C1C ¿Por qué motivos no se/te atendió/atendiste en el centro de salud u hospital de la Secretaría de Salud?	13	Otro (especifique)
utilizadores	u0202c1c	U0202C1C ¿Por qué motivos no se/te atendió/atendiste en el centro de salud u hospital de la Secretaría de Salud?	98	No tengo más motivos
utilizadores	u0202c1c	U0202C1C ¿Por qué motivos no se/te atendió/atendiste en el centro de salud u hospital de la Secretaría de Salud?	99	No sabe
utilizadores	u0202da	U0202DA ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	1	Si hubiera una clínica/ hospital/ centro de salud más cerca para atenderme
utilizadores	u0202da	U0202DA ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	2	Si hubiera el servicio en el horario en que lo necesito
utilizadores	u0202da	U0202DA ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	3	Si me dieran una cita pronto
utilizadores	u0202da	U0202DA ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	4	Si no tuviera que formarme para recibir una ficha para que me den cita
utilizadores	u0202da	U0202DA ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	5	Si tuvieran el servicio que necesito
utilizadores	u0202da	U0202DA ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	6	Si mi necesidad de salud pudiera ser atendida como lo está haciendo mi médico privado
utilizadores	u0202da	U0202DA ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	7	Si no tuviera que pagar consultas, medicamentos, laboratorios u otros
utilizadores	u0202da	U0202DA ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	8	Si el tiempo de espera para pasar a consulta no fuera muy largo
utilizadores	u0202da	U0202DA ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	9	Si dedicaran suficiente tiempo a la consulta
utilizadores	u0202da	U0202DA ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	10	Si fueran amables
utilizadores	u0202da	U0202DA ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	11	Si dieran un buen diagnóstico /tratamiento
utilizadores	u0202da	U0202DA ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	12	Si las instalaciones/equipo del lugar estuvieran bien
utilizadores	u0202da	U0202DA ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	13	No acudiría en ninguna circunstancia
utilizadores	u0202da	U0202DA ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	14	Otro (especifique)
utilizadores	u0202da	U0202DA ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	99	No sabe
utilizadores	u0202db	U0202DB ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	1	Si hubiera una clínica/ hospital/ centro de salud más cerca para atenderme
utilizadores	u0202db	U0202DB ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	2	Si hubiera el servicio en el horario en que lo necesito
utilizadores	u0202db	U0202DB ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	3	Si me dieran una cita pronto
utilizadores	u0202db	U0202DB ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	4	Si no tuviera que formarme para recibir una ficha para que me den cita
utilizadores	u0202db	U0202DB ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	5	Si tuvieran el servicio que necesito
utilizadores	u0202db	U0202DB ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	6	Si mi necesidad de salud pudiera ser atendida como lo está haciendo mi médico privado
utilizadores	u0202db	U0202DB ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	7	Si no tuviera que pagar consultas, medicamentos, laboratorios u otros
utilizadores	u0202db	U0202DB ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	8	Si el tiempo de espera para pasar a consulta no fuera muy largo
utilizadores	u0202db	U0202DB ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	9	Si dedicaran suficiente tiempo a la consulta
utilizadores	u0202db	U0202DB ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	10	Si fueran amables
utilizadores	u0202db	U0202DB ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	11	Si dieran un buen diagnóstico /tratamiento
utilizadores	u0202db	U0202DB ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	12	Si las instalaciones/equipo del lugar estuvieran bien
utilizadores	u0202db	U0202DB ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	13	No acudiría en ninguna circunstancia
utilizadores	u0202db	U0202DB ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	14	Otro (especifique)
utilizadores	u0202db	U0202DB ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	98	No tengo más motivos
utilizadores	u0202db	U0202DB ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	99	No sabe
utilizadores	u0202dc	U0202DC ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	1	Si hubiera una clínica/ hospital/ centro de salud más cerca para atenderme
utilizadores	u0202dc	U0202DC ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	2	Si hubiera el servicio en el horario en que lo necesito
utilizadores	u0202dc	U0202DC ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	3	Si me dieran una cita pronto
utilizadores	u0202dc	U0202DC ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	4	Si no tuviera que formarme para recibir una ficha para que me den cita
utilizadores	u0202dc	U0202DC ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	5	Si tuvieran el servicio que necesito
utilizadores	u0202dc	U0202DC ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	6	Si mi necesidad de salud pudiera ser atendida como lo está haciendo mi médico privado
utilizadores	u0202dc	U0202DC ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	7	Si no tuviera que pagar consultas, medicamentos, laboratorios u otros
utilizadores	u0202dc	U0202DC ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	8	Si el tiempo de espera para pasar a consulta no fuera muy largo
utilizadores	u0202dc	U0202DC ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	9	Si dedicaran suficiente tiempo a la consulta
utilizadores	u0202dc	U0202DC ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	10	Si fueran amables
utilizadores	u0202dc	U0202DC ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	11	Si dieran un buen diagnóstico /tratamiento
utilizadores	u0202dc	U0202DC ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	12	Si las instalaciones/equipo del lugar estuvieran bien
utilizadores	u0202dc	U0202DC ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	13	No acudiría en ninguna circunstancia
utilizadores	u0202dc	U0202DC ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	14	Otro (especifique)
utilizadores	u0202dc	U0202DC ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	98	No tengo más motivos
utilizadores	u0202dc	U0202DC ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al lugar que te/le corresponde por su/tu derechohabiencia?	99	No sabe
utilizadores	u0202d1a	U0202D1A ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	1	Si hubiera una clínica/ hospital/ centro de salud más cerca para atenderme
utilizadores	u0202d1a	U0202D1A ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	2	Si hubiera el servicio en el horario en que lo necesito
utilizadores	u0202d1a	U0202D1A ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	3	Si me dieran una cita pronto
utilizadores	u0202d1a	U0202D1A ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	4	Si no tuviera que formarme para recibir una ficha para que me den cita
utilizadores	u0202d1a	U0202D1A ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	5	Si tuvieran el servicio que necesito
utilizadores	u0202d1a	U0202D1A ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	6	Si mi necesidad de salud pudiera ser atendida como lo está haciendo mi médico privado
utilizadores	u0202d1a	U0202D1A ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	7	Si no tuviera que pagar consultas, medicamentos, laboratorios u otros
utilizadores	u0202d1a	U0202D1A ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	8	Si el tiempo de espera para pasar a consulta no fuera muy largo
utilizadores	u0202d1a	U0202D1A ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	9	Si dedicaran suficiente tiempo a la consulta
utilizadores	u0202d1a	U0202D1A ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	10	Si fueran amables
utilizadores	u0202d1a	U0202D1A ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	11	Si dieran un buen diagnóstico /tratamiento
utilizadores	u0202d1a	U0202D1A ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	12	Si las instalaciones/equipo del lugar estuvieran bien
utilizadores	u0202d1a	U0202D1A ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	13	No acudiría en ninguna circunstancia
utilizadores	u0202d1a	U0202D1A ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	14	Otro (especifique)
utilizadores	u0202d1a	U0202D1A ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	99	No sabe
utilizadores	u0202d1b	U0202D1B ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	1	Si hubiera una clínica/ hospital/ centro de salud más cerca para atenderme
utilizadores	u0202d1b	U0202D1B ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	2	Si hubiera el servicio en el horario en que lo necesito
utilizadores	u0202d1b	U0202D1B ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	3	Si me dieran una cita pronto
utilizadores	u0202d1b	U0202D1B ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	4	Si no tuviera que formarme para recibir una ficha para que me den cita
utilizadores	u0202d1b	U0202D1B ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	5	Si tuvieran el servicio que necesito
utilizadores	u0202d1b	U0202D1B ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	6	Si mi necesidad de salud pudiera ser atendida como lo está haciendo mi médico privado
utilizadores	u0202d1b	U0202D1B ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	7	Si no tuviera que pagar consultas, medicamentos, laboratorios u otros
utilizadores	u0202d1b	U0202D1B ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	8	Si el tiempo de espera para pasar a consulta no fuera muy largo
utilizadores	u0202d1b	U0202D1B ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	9	Si dedicaran suficiente tiempo a la consulta
utilizadores	u0202d1b	U0202D1B ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	10	Si fueran amables
utilizadores	u0202d1b	U0202D1B ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	11	Si dieran un buen diagnóstico /tratamiento
utilizadores	u0202d1b	U0202D1B ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	12	Si las instalaciones/equipo del lugar estuvieran bien
utilizadores	u0202d1b	U0202D1B ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	13	No acudiría en ninguna circunstancia
utilizadores	u0202d1b	U0202D1B ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	14	Otro (especifique)
utilizadores	u0202d1b	U0202D1B ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	98	No tengo más motivos
utilizadores	u0202d1b	U0202D1B ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	99	No sabe
utilizadores	u0202d1c	U0202D1C ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	1	Si hubiera una clínica/ hospital/ centro de salud más cerca para atenderme
utilizadores	u0202d1c	U0202D1C ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	2	Si hubiera el servicio en el horario en que lo necesito
utilizadores	u0202d1c	U0202D1C ¿Qué tendría que cumplirse para que usted/tú(Nombre) acudiera(s) al centro de salud u hospital de la Secretaría de Salud?	3	Si me dieran una cita pronto
