id_afirmacion	dominio	report	estado_hoja	existencia_documento	pieza_o_razon	instrumento_ola	propietario	prioridad
ASTRA5-U0-APUEST-048	DINERO	corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	REUTILIZAR	COMPROBADA-O-NO-APLICA	nber_w33208_fintech_lending_no_credit_history|8090cfb5ca806e99729bdb76f46405189970d00bd1c9e8b83207f8dd2fb6a625|raíz data_raw; U0 no abrió microdato (PDF de working paper, no microdato de persona)	NBER Working Paper 33208 (rev.1), Chioda, Gertler, Higgins, Medina	ASTRA5-MESA-DINERO	2
ASTRA5-U0-APUEST-049	DINERO	corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	«veredicto" que extrapola de un hallazgo predictivo bien medido (apuestas-048, EN-CORPUS) a una recomendación de política general, sin el contrafactual de fracaso que el propio report reconoce ausente («Advertencia»); componente empírico ya está en apuestas-048; DEDUP parcial con apuestas-017 (Kueski/Aplazo) y apuestas-057 (regla SI-ENTONCES a).	no aplica (interpretación); ver apuestas-048	ASTRA5-MESA-DINERO	4
ASTRA5-U0-APUEST-050	DINERO	corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	contenido normativo/recomendación sin desenlace observable propio; recombina filas ya dictaminadas (apuestas-007/008, 014/015, 018/019, 002, 048) sin agregar componente empírico nuevo; el propio report declara el umbral que la cambiaría (métricas de morosidad AUDITADAS o evaluación causal de 'confianza'), lo que confirma su naturaleza prospectiva/recomendación, no de medición actual.	no aplica	ASTRA5-MESA-DINERO	4
ASTRA5-U0-APUEST-051	CONSUMO	corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	contenido normativo/recomendación sin desenlace observable propio, construida sobre apuestas-003 (Mamá Lucha), que ya está dictaminada NO-MEDIBLE-POR-DISEÑO con contradicción documentada entre dos forenses del mismo corpus (DEDUP MAMA-LUCHA-FORENSES); no se identificó instrumento (panel D/E de precio-calidad) tras este recorrido; no equivale a imposibilidad universal.	no aplica	ASTRA5-MESA-DINERO	4
ASTRA5-U0-APUEST-052	SALUD	corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	contenido normativo/recomendación sin desenlace observable propio, que recombina apuestas-005/037/038/039; es una buena práctica metodológica general, no una afirmación medible sobre conducta mexicana.	no aplica	ASTRA5-MESA-SALUD	4
ASTRA5-U0-APUEST-053	DINERO	corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	es una recomendación/protocolo prospectivo, aún no ejecutado, sin desenlace observable; por diseño no puede medirse hasta que se ejecute la búsqueda deliberada que el propio report propone; no equivale a imposibilidad universal (es, por declaración propia del report, un protocolo pendiente, no una imposibilidad).	no aplica	ASTRA5-MESA-DINERO	4
ASTRA5-U0-APUEST-054	CONFIANZA	corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	el propio report ya declara que no logró aislar esta variable («Permanece HIPÓTESIS»); u0busca -q "recomendacion de un conocido|se lo recomendo|boca a boca" -> ver conteo en log; no se identificó instrumento tras este recorrido; no equivale a imposibilidad universal.	no identificado en esta pasada (ENIF podría tener un reactivo de 'cómo se enteró/por qué eligió' un producto financiero, no buscado en esta pasada)	ASTRA5-MESA-DINERO	4
ASTRA5-U0-ASPIR-001	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Constructo (perfiles 2/3, generador G2) sin definición operacional verbatim en ningún instrumento recorrido. Esta sesión leyó los tres reports locales citados por el encargo (corrección vigente L15,L129: ya existen en corpus/reports/) y no contienen definición operacional de G2/perfiles, solo menciones de «consumo compensatorio» citando Velandia-Morales 2022 (muestra española, marco importado). gl	Ninguno; se buscó en corpus/reports/ (los tres reports que el encargo cita, ya presentes en el repo) y en todo el repo (glosario-corregido-v2)	ASTRA5-MESA-CONSUMO	4
ASTRA5-U0-ASPIR-002	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Síntesis que recombina los 9 casos ya dictaminados en filas propias (aspiracional-011 a 019); no hay diseño que compare el «peso» de la variable estructural vs psicológica en una sola prueba: cada caso es un episodio único de una empresa sin grupo de control. Los componentes descriptivos (cifras BMV/NYSE por caso) están en las filas de cada caso.	No aplica	ASTRA5-MESA-CONSUMO	4
ASTRA5-U0-ASPIR-003	DINERO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Corrección vigente (L5,L85-L91): las series de penetración/envíos y las declaraciones de analistas no comparan acceso con y sin financiación para el mismo segmento; el crédito es mecanismo plausible, el efecto marginal no está identificado. Exige un contrato causal de elegibilidad/tasa de financiamiento y compra antes de dictaminar necesidad del crédito, que ningún instrumento recorrido ni documen	Ninguno recorrido mide marca de celular ni uso de MSI por marca; ENIF 2015 mide uso de tarjeta de crédito/departamental para compras en tiendas, sin marca ni esquema MSI (ver fila aspiracional-005)	ASTRA5-MESA-DINERO	4
ASTRA5-U0-ASPIR-004	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DOCUMENTACIÓN-SOLAMENTE	EXISTE-SATISFACE-DESDE-CAJA	SIN-ID-MANIFIESTO	AppsFlyer (reporte de penetracion de apps/dispositivos; appsflyer.com/press-releases y appsflyer.com/resources/reports/state-of-app-marketing/ revisados, sin pieza especifica MX localizada); Omdia (tr	ASTRA5-MESA-CONSUMO	3
ASTRA5-U0-ASPIR-005	DINERO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	REUTILIZAR	COMPROBADA-O-NO-APLICA	enif_2015_enif_2015_bd_sav|e785205ca9aace206d57e78350e2e3ba4b1b1827d6791d11e2716f5063ca6859|raíz data_raw; U0 no abrió microdato	enif2015 (ola 2015)	ASTRA5-MESA-DINERO	3
ASTRA5-U0-ASPIR-006	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Recombina los 9 casos (ya dictaminados en filas propias) contra un constructo (G2) sin definición operacional (fila aspiracional-001); no hay instrumento que mida «consumo compensatorio» como impulso psicológico distinto de la variable estructural. No se identificó instrumento tras este recorrido; no equivale a imposibilidad universal.	No aplica	ASTRA5-MESA-CONSUMO	4
ASTRA5-U0-ASPIR-007	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Caso único (campaña publicitaria) sin contrafactual ni panel de participación de mercado; el propio report retira el caso como evidencia conductual. Nota de deduplicación vigente (MAMA-LUCHA-FORENSES): el forense hermano «Apuestas Conductuales» dictamina ACIERTA para Mamá Lucha en calidad/dignidad — contradicción que se conserva, no se resuelve por conveniencia (regla: premio Effie y proporción de	Ninguno recorrido mide elasticidad precio-calidad por marca en D/E; Kantar/NielsenIQ (panel de hogares) no es parte del corpus y no se abrió en este lote	ASTRA5-MESA-CONSUMO	4
ASTRA5-U0-ASPIR-008	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Costco 10-K FY2025 (SEC EDGAR)	Costco 10-K FY2025 (SEC EDGAR); Walmex reportes trimestrales BMV 1T2025 y 3T2025	ASTRA5-MESA-CONSUMO	3
ASTRA5-U0-ASPIR-009	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Reformulación de una regla de negocio a partir de un par no controlado (Costco vs. Sam's difieren en escala, clientela y categoría) más el caso Starbucks; no hay panel de formatos comparables con y sin aislamiento premium bajo condiciones similares (pieza pendiente ASP-REGLA-02: métrica auditada comparable por formato México). Las cifras que sostienen el juicio están en la fila aspiracional-008a (	No aplica	ASTRA5-MESA-CONSUMO	4
ASTRA5-U0-ASPIR-010	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Par no controlado de dos episodios históricos, uno marcado explícitamente ILUSTRATIVO por el propio report con nota de confusión (producto/precio/ejecución de Taco Bell); la cita del cliente proviene de una agencia de noticias (AP), fuente de prensa que este lote no usa como evidencia primaria. No se identificó instrumento (encuesta de identidad nacional por categoría) tras este recorrido; no equi	Ninguno recorrido mide actitud hacia marca extranjera por categoría de identidad nacional; u0busca -q 'marca extranjera' -> 0 aciertos	ASTRA5-MESA-CONSUMO	4
ASTRA5-U0-ASPIR-011	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Heineken N.V. Full Year Results 2025	Heineken N.V. Full Year Results 2025	ASTRA5-MESA-CONSUMO	3
ASTRA5-U0-ASPIR-012	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Liverpool 1T2026 (reporte trimestral BMV)	Liverpool 1T2026 (reporte trimestral BMV); Palacio de Hierro 1T2026 (reporte trimestral BMV)	ASTRA5-MESA-CONSUMO	3
ASTRA5-U0-ASPIR-013	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Corrección vigente (L20,L46-L52): no hay contracción común de las departamentales ni par contrafactual controlado — Liverpool y Palacio son dos emisoras con clientela y exposición distintas, no una asignación que aísle el nivel de ingreso del segmento como única variable. La etiqueta «par contrafactual interno» del report se retira; se conservan las cifras por empresa/métrica/periodo (fila aspirac	No aplica	ASTRA5-MESA-CONSUMO	4
ASTRA5-U0-ASPIR-014	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Corrección vigente (L20,L46-L52): el propio forense reporta Liverpool VMT −2.5% y Palacio ingresos +4.2% en 1T2026; no hay contracción común de las departamentales ni par contrafactual controlado. La lectura «como bloque» de L20 queda retirada/degradada; la lectura vigente es conservar las series por empresa/métrica/periodo (Alsea desacelera, Liverpool desacelera, Palacio crece) y separar desacele	Alsea 2T2026; Liverpool 1T2026; Palacio de Hierro 1T2026 (ver filas aspiracional-013a y aspiracional-011a)	ASTRA5-MESA-CONSUMO	4
ASTRA5-U0-ASPIR-015	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Alsea reporte trimestral 2T2026 (BMV)	Alsea reporte trimestral 2T2026 (BMV); comparables 3T2023/3T2024	ASTRA5-MESA-CONSUMO	3
ASTRA5-U0-ASPIR-016	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	El propio report etiqueta el caso CONFUNDIDO: mezcla debilitamiento macro, saturación de unidades, base comparativa alta y boicot a marcas de EU; no hay diseño que aísle el componente «estatus» de estos factores estructurales en una sola empresa. La cifra ANTAD que sostiene la lectura macro no fue verificada de forma independiente en este lote (presupuesto web agotado en documentos BMV de mayor ti	No aplica	ASTRA5-MESA-CONSUMO	4
ASTRA5-U0-ASPIR-017	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	MINISO Group Announces 2025 June Quarter and Interim Unaudited Financial Results (21-ago-2025)	MINISO Group Announces 2025 June Quarter and Interim Unaudited Financial Results (21-ago-2025)	ASTRA5-MESA-CONSUMO	3
ASTRA5-U0-ASPIR-018	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	El propio report etiqueta el caso CONFUNDIDO (precio, licencias, ejecución y capital mezclados); no hay dato de consumidor ni diseño que aísle el motivo de compra. Caso único sin contrafactual.	No aplica	ASTRA5-MESA-CONSUMO	4
ASTRA5-U0-ASPIR-019	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Ikano Retail FY25 Annual Report («Our Year»)	Ikano Retail FY25 Annual Report («Our Year»)	ASTRA5-MESA-CONSUMO	3
ASTRA5-U0-ASPIR-020	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Aunque la atribución es DECLARADA por la propia empresa (evidencia más fuerte que INFERIDO), sigue siendo una declaración de estrategia corporativa, no una medición de la motivación psicológica del consumidor; no existe encuesta de salida ni panel de compradores de Ikea México en el corpus para contrastar precio vs. estatus en la persona.	No aplica	ASTRA5-MESA-CONSUMO	4
ASTRA5-U0-ASPIR-021	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Heineken N.V. Full Year Results 2025 (11-feb-2026)	Heineken N.V. Full Year Results 2025 (11-feb-2026)	ASTRA5-MESA-CONSUMO	3
ASTRA5-U0-ASPIR-022	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DOCUMENTACIÓN-SOLAMENTE	NO-ENCONTRADO-DESDE-CAJA	SIN-ID-MANIFIESTO	Euromonitor, informe 'Beer in Mexico' (identificado con URL y fecha de edicion, ago-2026; ficha leida, texto completo tras muro de pago); Declaracion de Grupo Modelo (2018-2019) sobre 'premiumness' y 	ASTRA5-MESA-CONSUMO	3
ASTRA5-U0-ASPIR-023	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	El propio report etiqueta el caso CONFUNDIDO; no hay encuesta de consumidor que distinga motivo de compra (wellness vs. estatus) en el corpus recorrido (u0busca -q cerveza -> 27 aciertos, ninguno sobre motivo de compra premium). Caso de mercado agregado sin diseño causal a nivel persona.	No aplica	ASTRA5-MESA-CONSUMO	4
ASTRA5-U0-ASPIR-024	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	Becle reporte trimestral 3T2025 (confirmado directamente)	Becle reporte trimestral 3T2025 (confirmado directamente); 3T2019 y 3T2022 citados por el report, no reconfirmados de forma independiente en este lote	ASTRA5-MESA-CONSUMO	3
ASTRA5-U0-ASPIR-025	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	El propio report etiqueta el caso CONFUNDIDO parcialmente (precio + exportación + premiumización doméstica mezclados); u0busca -q tequila -> 12 aciertos con texto, ninguno mide motivo de compra o estatus percibido en tequila. Caso de mercado agregado sin diseño causal a nivel persona.	No aplica	ASTRA5-MESA-CONSUMO	4
ASTRA5-U0-ASPIR-026	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DOCUMENTACIÓN-SOLAMENTE	EXISTE-SATISFACE-DESDE-CAJA	SIN-ID-MANIFIESTO	AMDA - Power Rank Ligeros (amda.mx/power-rank/, mensual, confirmado con cobertura de marcas chinas y origen de marca); AMDA - boletines Ventas Ligeros 2024/2025 (amda.mx/category/ventas-ligeros-genera	ASTRA5-MESA-CONSUMO	3
ASTRA5-U0-ASPIR-027	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Declaración de analista de mercado citada vía prensa (El Financiero, no fuente primaria en este lote), no un estudio de motivo de compra; sin diseño ni dato de persona que aísle precio/arancel/timing de estatus de marca. El propio report reconoce que el «estatus de marca» jugó inicialmente EN CONTRA (estigma), lo que ya descarta estatus positivo como driver, pero no mide directamente el mecanismo 	No aplica	ASTRA5-MESA-CONSUMO	4
ASTRA5-U0-ASPIR-028	CONSUMO	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Contenido normativo/recomendación sin desenlace observable propio (§5 de las instrucciones del lote); su componente empírico ya está cubierto por las filas de cada caso/regla. No se dictamina una recomendación de proceso, se dictaminan las afirmaciones empíricas que la sostienen.	No aplica	ASTRA5-MESA-CONSUMO	4
ASTRA5-U0-CRFAC-001	DINERO	corpus/forense/Crédito_Fácil_y_Sobreendeudamiento_en_México__Escaneo_de_Indicadores_Adelantados_2025-2026.md	REUTILIZAR	COMPROBADA-O-NO-APLICA	gen2_banxico_imor_consumo_producto_mensual_2026t1_html|c9691762bb6e086a08b4487f3d121ace04d74b31cfdc7e7a6c4c2512aa96c4b2|raiz data_raw; U0 no abrio microdato (tabla agregada publica, no encuesta)	serie administrativa (no encuesta); Banxico 'IMOR de la cartera de credito al consumo por producto' (mensual, HTML oficial) y CNBV 040-1A-R16	ASTRA5-MESA-DINERO	2
ASTRA5-U0-CRFAC-002	DINERO	corpus/forense/Crédito_Fácil_y_Sobreendeudamiento_en_México__Escaneo_de_Indicadores_Adelantados_2025-2026.md	REUTILIZAR	COMPROBADA-O-NO-APLICA	gen2_banxico_imor_consumo_producto_mensual_2026t1_html|c9691762bb6e086a08b4487f3d121ace04d74b31cfdc7e7a6c4c2512aa96c4b2|raiz data_raw; gen2_cnbv_040_1a_r16_imor_tipo_cartera|3b6ac444df102a4b6cecf0a24469471940bb9cc838e82b3c304e17bc56491629|raiz data_raw; U0 no abrio microdato	serie administrativa; Banxico 'IMOR consumo por producto' mensual y CNBV 040-1A-R16 (automotriz)	ASTRA5-MESA-DINERO	2
ASTRA5-U0-CRFAC-003	DINERO	corpus/forense/Crédito_Fácil_y_Sobreendeudamiento_en_México__Escaneo_de_Indicadores_Adelantados_2025-2026.md	ADQUIRIR	COMPROBADA-O-NO-APLICA	serie administrativa	serie administrativa; CNBV/Banxico IMORA de consumo (no localizada como archivo propio en el manifiesto; concepto distinto del IMOR de la hoja MINFO ya vista)	ASTRA5-MESA-DINERO	3
