ruta	sha256_recalculado	linea	tier_literal_en_linea	pasaje_candidato
corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	4482e7e0c8a87d4ca3d7e3313f49a83d1931373729f48c3274f817ac0b0211e9	13	FUERTE	"3. **[EVIDENCIA FUERTE]** La movilidad social está estancada: según el Informe de Movilidad Social en México 2025 del CEEY (Monroy Gómez-Franco y Vélez Grajales, ESRU-EMOVI 2023, 17,843 personas), ""50 de cada 100 personas que nacen en hogares con bajos recursos económicos permanecen en esa misma condición durante la adultez"" y solo 2 de cada 100 ascienden al quintil más alto. El origen es destino. Esto hace que la posición de clase media sea difícil de alcanzar y fácil de perder."
corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	4482e7e0c8a87d4ca3d7e3313f49a83d1931373729f48c3274f817ac0b0211e9	15	FUERTE	"4. **[EVIDENCIA FUERTE]** La clase media mexicana es mayoritariamente **vulnerable, no consolidada**. Bajo el marco del Banco Mundial (Ferreira et al., *Economic Mobility and the Rise of the Latin American Middle Class*, 2013), existe una cuarta clase —los ""vulnerables"" (ingreso per cápita de ~US$4-10 diarios PPP)— atrapada entre los pobres y la clase media (US$10-50 diarios PPP), que ""hace malabares para llegar a fin de mes pero no goza de la seguridad económica requerida para pertenecer a la clase media""."
corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	4482e7e0c8a87d4ca3d7e3313f49a83d1931373729f48c3274f817ac0b0211e9	17	FUERTE	"5. **[EVIDENCIA FUERTE]** El estatus se construye por tres vías que compiten: **consumo** (el más visible y financiado con deuda), **credencial** (educación/título) y **origen** (familia, apellido, color de piel). El colorismo es medible: según el Informe de Movilidad Social 2025 del CEEY, el 57% de las personas con piel más oscura permanece en el quintil más bajo, ""frente al 34 por ciento de quienes tienen piel clara""."
corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	4482e7e0c8a87d4ca3d7e3313f49a83d1931373729f48c3274f817ac0b0211e9	19	MEDIA	"6. **[EVIDENCIA MEDIA]** El sobreendeudamiento sostiene el estatus. Según el estudio ""Perfil del Deudor Mexicano 2025"" de la firma Bravo (más de 30,000 clientes), la deuda promedio fue de $193,198 (alza anual de 6.3% desde $181,751) frente a un ingreso mensual promedio de $24,426, es decir ""7.9 veces más de lo que una persona gana al mes""; ""72% de los mexicanos gasta más de lo que gana"". El crédito (tarjetas, Sofipos, apps como Nu, Stori, Klar) permite ""aparentar"" clase media sin ingreso permanente."
corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	4482e7e0c8a87d4ca3d7e3313f49a83d1931373729f48c3274f817ac0b0211e9	21	MEDIA	"7. **[EVIDENCIA MEDIA]** La escuela privada de los hijos es el marcador y sacrificio de clase por excelencia. ~10% de la matrícula de educación básica (unos 3.5 millones de alumnos) está en colegios privados; las familias hacen ""sacrificios extraordinarios"" para pagar colegiaturas, siguiendo la lógica de De la Calle y Rubio (*Clasemediero*, 2010): ""la búsqueda de mejores escuelas es una clara muestra de los valores que animan a este grupo""."
corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	4482e7e0c8a87d4ca3d7e3313f49a83d1931373729f48c3274f817ac0b0211e9	23	FUERTE	"8. **[EVIDENCIA FUERTE]** La vivienda propia (vía Infonavit y crédito hipotecario) es el ancla patrimonial y emocional. La ENBIARE del INEGI muestra que solo 37.3% siente haber superado a sus padres en logro patrimonial —la ""asignatura pendiente"" de la clase media— mientras que 53.3% cree tener un nivel socioeconómico mayor al de sus padres."
corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	4482e7e0c8a87d4ca3d7e3313f49a83d1931373729f48c3274f817ac0b0211e9	25	FUERTE	9. **[EVIDENCIA FUERTE]** La frontera entre segmentos socioeconómicos es móvil y estrecha. Según la Regla AMAI 2024 (estimaciones sobre ENIGH 2022, fuente oficial amai.org), la distribución nacional de hogares es: A/B 7.3%, C+ 12.0%, C 15.3%, C- 16.4%, D+ 14.9%, D 25.4%, E 8.7%. Los niveles considerados clase media (C-, C, C+) suman ~43.7% de los hogares; moverse entre ellos implica cruzar umbrales de consumo y equipamiento muy próximos (baños completos, autos, internet, dormitorios, escolaridad del jefe de hogar, número de ocupados).
corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	4482e7e0c8a87d4ca3d7e3313f49a83d1931373729f48c3274f817ac0b0211e9	27	FUERTE	"10. **[EVIDENCIA FUERTE · el más malinterpretado]** El voto de clase media NO es antisistema ni predecible por clase. El estudio de Parametría sobre las elecciones de 2021 (encuesta de salida, 2,192 casos) muestra que la clase, objetiva o subjetiva, tuvo efecto estadísticamente **nulo** sobre el voto. En 2024, según la encuesta de salida de El Financiero (5,229 votantes, margen ±1.6%), Sheinbaum obtuvo 59% en la clase media (vs. 30% de Gálvez), 61% en la clase media-baja y 49% en la clase media-alta (vs. 41% de Gálvez): ""Clase media le dio la espalda a Xóchitl Gálvez"". El mito del ""clasemediero opositor"" no se sostiene con datos."
corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	4482e7e0c8a87d4ca3d7e3313f49a83d1931373729f48c3274f817ac0b0211e9	29	MEDIA	"11. **[EVIDENCIA MEDIA]** El shock de la COVID-19 evidenció la fragilidad: en 2020, ~4.7 millones de personas cayeron de la clase media a la vulnerabilidad/pobreza en México (Banco Mundial). César Salazar, del Instituto de Investigaciones Económicas de la UNAM, atribuye la caída 2018-2020 a la pandemia: ""La caída del ingreso en el año 2020 es por la pandemia, la pérdida de empleos... toda una contracción económica superior al 8%"" (el INEGI registró la baja de la clase media de 46.7% en 2018 a 42.2% en 2020)."
corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	4482e7e0c8a87d4ca3d7e3313f49a83d1931373729f48c3274f817ac0b0211e9	31	MEDIA	"12. **[EVIDENCIA MEDIA]** Buena parte de lo que se lee como rasgo psicológico ""mexicano"" (distancia de poder, colectivismo, evitación de incertidumbre de Hofstede) proviene de muestras sesgadas: empleados de IBM, universitarios, gerentes medios urbanos. La crítica metodológica es conocida (Jaeger, 1986: la muestra original de Hofstede ""estaba compuesta únicamente de empleados de la multinacional IBM, sesgando los resultados""). La clase media urbana ES la fuente del retrato psicológico nacional —y este reporte ilumina ese sesgo."
corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	4482e7e0c8a87d4ca3d7e3313f49a83d1931373729f48c3274f817ac0b0211e9	33	MEDIA	"13. **[EVIDENCIA MEDIA]** La ansiedad de estatus es un fenómeno general de sociedades desiguales (Wilkinson y Pickett; estudio en 31 países europeos: ""la ansiedad de estatus era mayor en todos los niveles de ingreso en las sociedades más desiguales""). Lo distintivamente mexicano no es la ansiedad en sí, sino su combinación con baja movilidad, informalidad estructural y colorismo."
corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	4482e7e0c8a87d4ca3d7e3313f49a83d1931373729f48c3274f817ac0b0211e9	35	NO-EXPLÍCITO	"14. **[HIPÓTESIS RAZONABLE]** El ""clasemediero"" comparte rasgos con la ""nueva clase media"" brasileña (la ""clase C"" de Marcelo Neri, FGV): ascenso reciente vía consumo y crédito (más de 39 millones de brasileños ingresaron a la clase C entre 2003 y 2011), sin la seguridad institucional de una clase media consolidada, y por tanto expuesta a reversión."
corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	4482e7e0c8a87d4ca3d7e3313f49a83d1931373729f48c3274f817ac0b0211e9	37	FUERTE	15. **[EVIDENCIA FUERTE]** El poder adquisitivo se ha estancado: lecturas de la ENIGH indican que el ingreso por habitante retrocedió a niveles de 2016, con siete años de estancamiento, aunque el coeficiente de Gini bajó de 0.449 (2016) a 0.391 (2024), en parte por transferencias sociales.
corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	4482e7e0c8a87d4ca3d7e3313f49a83d1931373729f48c3274f817ac0b0211e9	268	MEDIA	*Nota sobre fuentes y límites: las cifras de clase media autopercibida y de movilidad social provienen de fuentes oficiales (INEGI, CEEY, CONEVAL) y académicas revisadas; las de sobreendeudamiento provienen de una firma privada (Bravo) y deben tomarse como evidencia media. Las cifras de 2026 citadas en prensa (p. ej. deuda promedio, informalidad 4T2025) reflejan lecturas periodísticas de datos ENIGH/ENOE y del gobierno; se reportan como tales. Los datos de expansión de la clase media 2018-2024 difundidos por el gobierno federal y Morena (Banco Mundial) provienen de un actor con interés político y se marcan con cautela.*
corpus/reports/El_Efecto_Ambiental_de_la_Violencia_Crónica_en_México__Cómo_el_Miedo_Reorganiza_la_Conducta_Psicológica_de_la_Población.md	6b7fe5aadece46974cf7f71110f168e93c49a81c59326299a85b8297337f890d	12	MEDIO	Los siguientes 14 hallazgos sintetizan el reporte. Se marca **[SÓLIDO]**, **[MEDIO]**, **[HIPÓTESIS]** o **[NARRATIVA]** según el nivel de evidencia, y se señalan los más malinterpretados (⚠️) y los de mayor utilidad práctica (★).
corpus/reports/El_Efecto_Ambiental_de_la_Violencia_Crónica_en_México__Cómo_el_Miedo_Reorganiza_la_Conducta_Psicológica_de_la_Población.md	6b7fe5aadece46974cf7f71110f168e93c49a81c59326299a85b8297337f890d	26	MEDIO	7. **[MEDIO] ★** El miedo está profundamente segmentado por género. Las mujeres reportan mayor inseguridad (68.2% vs 56.7% de hombres en la ciudad, ENSU sep-2025; 77.8% inseguras en cajeros) y su miedo se organiza alrededor de la violencia sexual y el feminicidio (852 feminicidios en 2024 según CEPAL, tasa de 1.3 por cada 100 mil mujeres); el miedo masculino se organiza alrededor del homicidio y el reclutamiento forzado.
corpus/reports/El_Efecto_Ambiental_de_la_Violencia_Crónica_en_México__Cómo_el_Miedo_Reorganiza_la_Conducta_Psicológica_de_la_Población.md	6b7fe5aadece46974cf7f71110f168e93c49a81c59326299a85b8297337f890d	32	MEDIO	"10. **[MEDIO]** La hipervigilancia adaptativa (escaneo del entorno, evitación estratégica) debe distinguirse del trauma clínico (TEPT). La prevalencia poblacional de TEPT es relativamente baja (2.3% en mujeres, 0.49% en hombres, según la Encuesta Nacional de Epidemiología Psiquiátrica, Medina-Mora et al., 2005), pero la hipervigilancia difusa es casi universal en zonas de disputa. La distinción clave: la vigilancia adaptativa ""se apaga"" cuando cesa el peligro; se vuelve síntoma cuando persiste sin amenaza."
corpus/reports/El_Efecto_Ambiental_de_la_Violencia_Crónica_en_México__Cómo_el_Miedo_Reorganiza_la_Conducta_Psicológica_de_la_Población.md	6b7fe5aadece46974cf7f71110f168e93c49a81c59326299a85b8297337f890d	34	MEDIO	"11. **[MEDIO] ⚠️** La exposición vicaria y digital amplifica el miedo. El estudio ""Narco Emotions"" muestra respuestas afectivas disminuidas ante violencia en redes tras exposición crónica; la teoría del cultivo (Gerbner) explica cómo la cobertura repetida crea percepción de patrón. Grupos criminales instrumentalizan las redes para sembrar miedo (Crisis Group)."
corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	112051b24e5f948f3be0aac62f1ecb476ec101d8d59acfa04daef0264e1b1bb8	13	FUERTE	"1. **[FUERTE]** El horizonte de planeación depende de la **estabilidad del ingreso**, no de la nacionalidad. Según la ENIF 2024 (documento conceptual, INEGI-CNBV), ""Solo cuatro de cada diez personas tienen metas económicas de largo plazo y se esfuerzan por alcanzarlas"" —indicador que se mantuvo igual respecto a 2021—, pero los segmentos con empleo formal ahorran para el retiro, contratan seguros e hipotecas. Este es el hallazgo MÁS SÓLIDO y el más útil."
corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	112051b24e5f948f3be0aac62f1ecb476ec101d8d59acfa04daef0264e1b1bb8	14	FUERTE	2. **[FUERTE]** La informalidad laboral se ubicó en **55.7%** de la población ocupada en 2024 (ENOE, boletín 704/25) y en **55.2%** en 2026 (boletín 367/26), con una tasa urbana (TIL1) de 42.9% (boletín 198/25). Planear a 10 años con instituciones que no garantizan pensión, salud ni seguridad es, para más de la mitad de los trabajadores, económicamente irracional. Esto es CONTEXTO ESTRUCTURAL, no cultura.
corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	112051b24e5f948f3be0aac62f1ecb476ec101d8d59acfa04daef0264e1b1bb8	15	FUERTE	"3. **[FUERTE]** La puntualidad es una **decisión situada por contexto**: en el entorno formal-laboral-transaccional se es puntual (bonos de puntualidad, checador biométrico, sanción); en el informal-social-familiar la hora es aproximada. El disparador formal/informal es el eje explicativo central. Este es el hallazgo MÁS MALINTERPRETADO (se lee como ""desorganización"")."
corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	112051b24e5f948f3be0aac62f1ecb476ec101d8d59acfa04daef0264e1b1bb8	16	MEDIA	"4. **[MEDIA]** ""Ahorita"" es un marcador lingüístico de **compromiso temporal elástico y deliberadamente indeterminado**; su fuerza obligatoria depende del contexto y de quién lo dice. No significa lo mismo en todos los segmentos ni en todos los registros."
corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	112051b24e5f948f3be0aac62f1ecb476ec101d8d59acfa04daef0264e1b1bb8	17	FUERTE	"5. **[FUERTE]** Según el comunicado conjunto INEGI-CNBV de la ENIF 2024, ""68.2% mencionó los apoyos del gobierno y 67.3% señaló que continuaría trabajando"" como medios para cubrir sus gastos en la vejez; solo 42.2% tiene cuenta de retiro y apenas 7.9% de esos hace aportaciones voluntarias. La ""falta de previsión"" es, en gran medida, ausencia de vehículos institucionales confiables."
corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	112051b24e5f948f3be0aac62f1ecb476ec101d8d59acfa04daef0264e1b1bb8	18	MEDIA	"6. **[MEDIA]** La teoría de la **escasez** (Mullainathan & Shafir, 2013) es el mecanismo psicológico que conecta estructura y conducta: la escasez impone un ""impuesto de ancho de banda"" (*bandwidth tax*) y produce ""tunelización"" (*tunneling*) hacia lo urgente. NO es déficit de carácter —los autores lo rechazan explícitamente."
corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	112051b24e5f948f3be0aac62f1ecb476ec101d8d59acfa04daef0264e1b1bb8	19	NO-EXPLÍCITO	"7. **[HIPÓTESIS RAZONABLE]** El futuro se **acorta bajo amenaza**: con 63.8% de percepción de inseguridad urbana (ENSU 4T-2025, comunicado 4/26) y desplazamiento forzado de 28,900 personas en 2024 —un aumento del 129% respecto a 2023 (informe ""Travesías forzadas"", Programa de DDHH Universidad Iberoamericana + ACNUR)—, la hipervigilancia y la evitación son cálculo racional, no fragilidad. Se conecta con escasez, pero el corpus NO afirma como dato duro que el horizonte temporal se contraiga."
corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	112051b24e5f948f3be0aac62f1ecb476ec101d8d59acfa04daef0264e1b1bb8	20	MEDIA-FUERTE	"8. **[MEDIA-FUERTE]** Existe **brecha de género** brutal en el uso del tiempo: las mujeres dedican 39.7 h semanales a trabajo no remunerado vs. 18.2 h los hombres —una diferencia de 21.5 h (ENUT 2024, comunicado 28 ago 2025)—, brecha que sube a 26 h en localidades menores a 10 mil habitantes. El ""tiempo disponible para planear/comprometerse"" está distribuido de forma desigual por género."
