procedencia_id	relacion_id	necesidad_id	fuente_canonica_normalizada	objeto_evidencia_id_canonico	procedencia_necesidad_id	procedencia_fuente	procedencia_objeto_evidencia_id	accion_normalizacion	clasificacion_relacion	tipo_evidencia	evidencia_ref	evidencia_localizador	variable_reactivo_tabla	texto_evidencia	unidad_observacion	periodo	universo_muestra	codificacion	parte_necesidad_cubierta	parte_necesidad_no_cubierta	uso_potencial_modelo	transformacion_requerida	incertidumbre	siguiente_accion	objeto_modelo_origen	objeto_modelo_origen_ref
PROV-02c163f44ba373a02a5bc836	REL-16d3c66af7fc856df2130139	N10	ENFIH	OE-9b56ce01d359ba88ae40d6b7	N10	ENFIH	OE-9b56ce01d359ba88ae40d6b7	SIN_CAMBIO	CANDIDATA	INSTRUMENTO_LOCAL_PARCIAL	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	NO_DETERMINADO	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Horizonte temporal coobservado con violencia/justicia en el mismo instrumento.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	NO_DETERMINADO	NO_DETERMINADO
PROV-fe5946eee4691b52f3acdcee	REL-1867600f55b362380e728c4a	N17	SERIES_SPEI_CODI_BANXICO	OE-d894d788fed5b863de54b79b	N17	SERIES_SPEI_CODI_BANXICO	OE-d894d788fed5b863de54b79b	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-fuentes-2026-08-06.tsv:L135	APERTURA_INDETERMINADA	NO_DETERMINADO	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La puerta Banxico está identificada, pero falta abrir una tabla/serie primaria con identificador, periodo y cifras reconciliadas.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La puerta Banxico está identificada, pero falta abrir una tabla/serie primaria con identificador, periodo y cifras reconciliadas.	Abrir Informe Anual o catálogo SIE, registrar idSerie/idCuadro y extraer series comparables CoDi/SPEI.	NO_DETERMINADO	NO_DETERMINADO
PROV-ac48491c51c1108f3e36351b	REL-188d16a18481261d7560a9b7	N13	ENFIH	OE-2964c990369bf5a4d703494c	N13	ENFIH	OE-2964c990369bf5a4d703494c	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/abrir4-variables-2026-08-08.tsv:L13	NO_DETERMINADO	NO_DETERMINADO	—	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 838 variables; terminos obligacion/cuidar/cuidado = 0, 2026-08-08	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-468a24f15a7019bfc0825704	REL-18976f4767e5da3c5e572877	N6	FINANZAS	OE-970f5d310c82d233016d272d	N6	FINANZAS	OE-970f5d310c82d233016d272d	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/mapa-ext-general-2026-08-06.tsv;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md	Reactivo de aversión al riesgo coobservado con conducta de ahorro ante volatilidad.	NO_DETERMINADO	Reactivo de aversión al riesgo coobservado con conducta de ahorro ante volatilidad.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La referencia formula una necesidad o hipótesis financiera, pero no identifica un instrumento/payload único ni una variable verificable.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La referencia formula una necesidad o hipótesis financiera, pero no identifica un instrumento/payload único ni una variable verificable.	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.	NO_DETERMINADO	NO_DETERMINADO
PROV-d0b4d427542d060d5c8011ea	REL-1d4ea097a836307f28dd2f49	N30	ENCOAP	OE-f6187f98195ede5827d421f1	N30	ENCOAP	OE-f6187f98195ede5827d421f1	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L15	N30|ENCOAP|OE-f6187f98195ede5827d421f1	NO_DETERMINADO	ABIERTO-SIN-MAPEO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local documenta diseño, dominios y acceso, pero deja pendiente el mapeo de variables del objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	NO_DETERMINADO	NO_DETERMINADO
PROV-4139fe0847028f4bb411ce35	REL-1d6e18e7da44240f81a662bb	N27	ACLED	OE-003dc708d74f1d4bbd5c1ad5	N27	ACLED	OE-003dc708d74f1d4bbd5c1ad5	SIN_CAMBIO	NO_ACCESIBLE	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L34	NO_DETERMINADO	NO_DETERMINADO	NO-ACCESIBLE	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo:	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-b57b5f7d8b1c4cc3b0337597	REL-1d9d402e2e1aa77c9c01cb5f	N17	MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO	OE-5b938f5f2dc363679c70c162	N17	MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO	OE-5b938f5f2dc363679c70c162	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L11	N17|MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO|OE-5b938f5f2dc363679c70c162	NO_DETERMINADO	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El proyecto está indexado, pero el archivo México y su codebook no están descargados ni abiertos localmente.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Obtener archivo y codebook del proyecto; verificar evento, actor, demanda, respuesta, geografía y cobertura temporal para México.	NO_DETERMINADO	NO_DETERMINADO
PROV-ce930456cdf793944264b830	REL-20c9e9445e7c52770b6c3b10	N25	DOES_CORRUPTION_INFORMATION_INSPIRE_THE_FIGHT_OR_QUASH_THE_HOPE	OE-c8e117825dd360967c8a01a5	N25	DOES_CORRUPTION_INFORMATION_INSPIRE_THE_FIGHT_OR_QUASH_THE_HOPE	OE-c8e117825dd360967c8a01a5	SIN_CAMBIO	CANDIDATA	DOCUMENTO_INDEXADO_SIN_MAPEO	MAIN:data/mapa-ext-academico-2026-08-06.tsv	L2	NO_DETERMINADO	El estudio está clasificado a umbral documental, pero la fila local no aporta variable o estimando adjudicable para esta clave.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	SATISFACE-UMBRAL-DOCUMENTAL	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir instrumento y tablas del estudio; localizar tratamiento informativo, outcome y estimando pertinente.	NO_DETERMINADO	NO_DETERMINADO
PROV-4fabf2637091497697d02f08	REL-21e914d37dac786386bf91dc	N5	FINANZAS	OE-6307d64ad71090b293815f82	N5	FINANZAS	OE-6307d64ad71090b293815f82	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	NO_DETERMINADO	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La referencia formula una necesidad o hipótesis financiera, pero no identifica un instrumento/payload único ni una variable verificable.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La referencia formula una necesidad o hipótesis financiera, pero no identifica un instrumento/payload único ni una variable verificable.	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.	NO_DETERMINADO	NO_DETERMINADO
PROV-edbdbbeca972630e46295996	REL-2230c5027c1ce5589c32d9b0	N5	LARGE_SCALE_FINANCIAL_EDUCATION_PROGRAM_IMPACT_EVALUATION_2011_2	OE-0139b3dc528f6df3fe1811a0	N5	LARGE_SCALE_FINANCIAL_EDUCATION_PROGRAM_IMPACT_EVALUATION_2011_2	OE-0139b3dc528f6df3fe1811a0	SIN_CAMBIO	CANDIDATA	INDEXADO_NO_DESCARGADO	MAIN:data/mapa-ext-academico-2026-08-06.tsv	L5	NO_DETERMINADO	El estudio está indexado pero no descargado; no hay instrumento o resultado local verificable para adjudicar.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	INDEXADO-NO-DESCARGADO	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Recuperar el paquete canónico del estudio y revisar instrumento, diseño, outcomes y tablas de impacto.	NO_DETERMINADO	NO_DETERMINADO
PROV-dba27dfc89dbc6a874898564	REL-235427b4ebd4727b5ccdeb98	N26	REPOSITORIOS_UNAM_COLMEX_ITAM_DATAVERSE_ICPSR	OE-2b73e90cfd63a421f32db102	N26	REPOSITORIOS_UNAM_COLMEX_ITAM_DATAVERSE_ICPSR	OE-2b73e90cfd63a421f32db102	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/glosario-v5_6.md	N26|REPOSITORIOS_UNAM_COLMEX_ITAM_DATAVERSE_ICPSR|OE-2b73e90cfd63a421f32db102	NO_DETERMINADO	Efecto electoral alrededor del umbral de elegibilidad, independiente de aprobación presidencial.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La entrada refiere repositorios agregados, no un estudio/payload canónico abierto con diseño alrededor de umbral.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Identificar un estudio concreto ya indexado, abrir protocolo/datos y verificar umbral, asignación y outcome electoral.	NO_DETERMINADO	NO_DETERMINADO
PROV-0032f008ea35c98d1b10b2aa	REL-24f384a417a2151e1245fc59	N14	ENFIH	OE-2964c990369bf5a4d703494c	N14	ENFIH	OE-2964c990369bf5a4d703494c	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/abrir4-variables-2026-08-08.tsv:L14	NO_DETERMINADO	NO_DETERMINADO	—	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 838 variables; terminos confianza/confia = 0 -- ENFIH no trae ningun reactivo de confianza pese a cubrir conducta financiera extensa (ahorro, credito, deuda, seguros, remesas) en 16 tablas, 2026-08-08	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-fb5ea177b1b41e87897d01a5	REL-266bee2fbe5407b7fb6975a7	N22	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-f649c924fc01b9473539639c	N22	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-f649c924fc01b9473539639c	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L36	NO_DETERMINADO	NO_DETERMINADO	MAPEADO-NO-SATISFACE	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo:	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-d7220ede7d823ecca97118c1	REL-2a1cc2aeaa3a0d0f5e1e49d2	N27	UCDP	OE-12db61ac071539c534e80fed	N27	UCDP	OE-12db61ac071539c534e80fed	SIN_CAMBIO	CANDIDATA	MAPA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L14	UCDP	NO_DETERMINADO	GED sin codebook abierto para esta clave.	evento	NO_DETERMINADO	México	NO_DETERMINADO	Actor/ubicación potencial	Agravio y respuesta colectiva	Contexto de conflicto potencial	Mapear campos	Alta	Abrir GED codebook.	NO_DETERMINADO	NO_DETERMINADO
PROV-d3b93ad5b48f5d2b3261c1a9	REL-2adcd6ed4c07f8e62b647f1d	N10	ENFIH	OE-6612a8e9ebcfd24252267f55	N10	ENFIH	OE-6612a8e9ebcfd24252267f55	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/abrir4-variables-2026-08-08.tsv:L11	NO_DETERMINADO	NO_DETERMINADO	'9.3 ¿Usted tiene depositos a plazo fijo (solo puede retirar dinero en determinadas fechas)?'	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo: binario Si/No, tenencia de producto; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 6 coincidencias de 'plazo' (una sola bateria: deposito a plazo fijo); futuro/planear/planeacion = 0. Le falta: es tenencia de un producto de ahorro con plazo fijo, no una disposicion de horizonte temporal ni una expectativa; y aunque lo fuera, no hay desenlace de G4 co-observable en este instrumento, 2026-08-08	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-1cfd7d348f34a7cbe14bb96c	REL-2d35060cfdd2db498089f7c9	N3	ENASIC	OE-1c70ead5028c06104fac398b	N3	ENASIC	OE-1c70ead5028c06104fac398b	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/abrir4-variables-2026-08-08.tsv:L16	NO_DETERMINADO	NO_DETERMINADO	—	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 1427 variables extraidas de las 6 hojas (TVIVIENDA,THOGAR,TCSDemPO,TPOB_CUI,THOG_UNIP,TPER_ELE) de enasic_2022_fd.xlsx via openpyxl; terminos estatus/apariencia/comparar/vecinos/marca = 0, 2026-08-08	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-e3ccc0fecde89e6a4b1021d0	REL-2d58abfc1b418484af3f2f7d	N17	ENFIH	OE-fa212ce30e2252b97058dc83	N17	ENFIH	OE-fa212ce30e2252b97058dc83	SIN_CAMBIO	CANDIDATA	INSTRUMENTO_LOCAL_PARCIAL	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	NO_DETERMINADO	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Calibrar adopción/rechazo digital separando utilidad, coerción, riesgo fiscal y fricción.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	NO_DETERMINADO	NO_DETERMINADO
PROV-43fd2afe170d484185680960	REL-2dcacf02f67355e96eac10d7	N21	HOMESCAN_CONSUMER_PANEL_SERVICES	OE-2e8cc214b36ef7093c5c582b	N21	HOMESCAN_CONSUMER_PANEL_SERVICES	OE-2e8cc214b36ef7093c5c582b	SIN_CAMBIO	NO_ACCESIBLE	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L31	NO_DETERMINADO	NO_DETERMINADO	NO-ACCESIBLE	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo:	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-373c5c05e1ac41bd6b425266	REL-2eef8210b247afc4541e0307	N13	ENSAFI	OE-e7969017eea0c50fe8d10a7e	N13	ENSAFI	OE-e7969017eea0c50fe8d10a7e	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/abrir4-variables-2026-08-08.tsv:L6	NO_DETERMINADO	NO_DETERMINADO	—	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 369 encabezados crudos; terminos obligacion/cuidar/cuidado = 0, 2026-08-08	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-901e270da8540e4059e7e81b	REL-2fab7f66a0e6963788542b3a	N30	ENCOAP	OE-afbccf1f7b1758eeb190c954	N30	ENCOAP	OE-afbccf1f7b1758eeb190c954	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	N30|ENCOAP|OE-afbccf1f7b1758eeb190c954	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local documenta diseño, dominios y acceso, pero deja pendiente el mapeo de variables del objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	NO_DETERMINADO	NO_DETERMINADO
PROV-8a8c1d1445d8c1b44540a6d2	REL-2fbf749b083e578d4462b842	N14	FINANZAS	OE-8b29fa956cf1685100bd55ee	N14	FINANZAS	OE-8b29fa956cf1685100bd55ee	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	Gradiente de confianza coobservado con dificultad financiera/seguro familiar en la misma muestra.	NO_DETERMINADO	Gradiente de confianza coobservado con dificultad financiera/seguro familiar en la misma muestra.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La referencia formula una necesidad o hipótesis financiera, pero no identifica un instrumento/payload único ni una variable verificable.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La referencia formula una necesidad o hipótesis financiera, pero no identifica un instrumento/payload único ni una variable verificable.	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.	NO_DETERMINADO	NO_DETERMINADO
PROV-5a6db9e989b4b6eea1f1a9a5	REL-32afb54be292bc8e3070dfca	N9	ENVIPE	OE-d4dae09f023ab8dbde44755a	N9	ENVIPE	OE-d4dae09f023ab8dbde44755a	SIN_CAMBIO	CANDIDATA	SINTESIS_APERTURA	MAIN:forense/matriz-impacto-universal-2026-08-06.md:L82	ENVIPE	NO_DETERMINADO	Condicionales parciales sin llave causal nueva.	persona	varias olas	México	NO_DETERMINADO	Fuente de confianza/justicia plausible	Respuesta no seleccionada	Descriptivo si se define universo	Empatar por persona elegible	Alta	Abrir reactivos conjuntos.	NO_DETERMINADO	NO_DETERMINADO
PROV-d39c7dee41d6533c58818a71	REL-32c63460cc5fdb1efa3baafb	N17	UCDP	OE-a5da0f60c9d5c1b004733268	N17	UCDP	OE-a5da0f60c9d5c1b004733268	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L37	NO_DETERMINADO	NO_DETERMINADO	MAPEADO-NO-SATISFACE	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo:	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
