fila_origen	fuente_canonica	fuente_canonica_normalizada	discordancia_alias	estado_A4A5	prioridad	url_conocida	ids_manifiesto	origen	nota
forense/notas/2026-09-06-MAESTRA38-A6-reconciliacion.md#RUPC	RUPC	RUPC		OBTENIDO-PARCIAL(RUPC historico 2019 via datamx.io; objeto vivo sigue NO-OBTENIDO-POR-ESTE-AGENTE)	a6-reconciliacion	https://upcp-cnetservicios.buengobierno.gob.mx/backends/rose	compranet5_contratos_2022_2023_xlsx;rupc_datamx_json	ACTO MAESTRA38-A6 (alta por reconciliacion, origen forense/notas/2026-09-03-MAESTRA36-A2-P1-P3-compranet-llaves.md:96)	ACTO MAESTRA38-A6 (6/sep/2026): alta por reconciliacion A6, origen forense/notas/2026-09-03-MAESTRA36-A2-P1-P3-compranet-llaves.md:96. Registro Unico de Proveedores y Contratistas; pieza del hueco 'persona + sancion' que la fila EXT_OF_07 nombra y que nadie volvia a tocar por no tener fila. 4 rutas con salida cruda: (i) host viejo upcp-cnetservicios.funcionpublica.gob.mx -> curl 6, no resuelve (RED); (ii) host NUEVO, ruta documentada /norah/documentos/recursos/lck/hc/obtener -> 403 application/json {'error':'Acceso no permitido.'} (SERVIDOR, 143 B); (iii) backend real declarado por el bundle, Wr_rupcUrl=/backends/rose y variantes -> 404 nginx 555 B (SERVIDOR); (iv) /whitney/sitiopublico/ -> 403 application/json 124 B (SERVIDOR). CONTROL POSITIVO: /adele/interoperabilidad/tp/reloj en el MISMO host -> 200 application/json 104 B, o sea el host sirve esta familia de backends y lo que rechaza es la sesion, no la ruta. Razon: EXIGE-SESION-NAVEGADOR. Receta en PAQUETE-RECETAS-11. || SONDA LATERAL (ACTO GEN2-SONDA-2, /sonda, piloto RUPC, 8/sep/2026): red de esta sesion NUBE confirmada bloqueada de nuevo hacia buengobierno.gob.mx (curl -> 000; proxy status -> 403 a CONNECT, policy denial) -- misma firma que A6, no se reintenta la ruta ya agotada. 3 rutas laterales ADICIONALES a las 4 ya probadas, propuestas y NO verificadas por ejecucion (SIN-FETCH, red bloqueada): (a) el backend publico de busqueda de CONTRATOS ADJUDICADOS de comprasmx (distinto del endpoint de diccionarios ya probado) puede exponer Folio RUPC del proveedor ganador sin sesion; (b) Plataforma Nacional de Transparencia (PNT/INAI), buscador de solicitudes ya resueltas, puede traer extractos del RUPC como adjunto de respuesta publica, sin sesion de proveedor; (c) CKAN datos.gob.mx con query RUPC/Registro Unico de Proveedores especifica (la consulta previa de DD_COMPRANET_DICCIONARIOS_DE_DATOS uso q=compranet, no esta query). Ninguna candidata confirmada -- conceptuales, para que CAJA o una sesion NUBE con red las abra; no reemplazan la receta ya verificada de PAQUETE-RECETAS-11, la complementan. || ACTO GEN2-SONDA-CAJA-1 (8/sep/2026, CAJA UBUNTU, red real): las 3 rutas laterales de GEN2-SONDA-2 se ejecutaron de verdad. (a) CONFIRMADA-YA-OBTENIDA: compranet5_contratos_2022_2023_xlsx (data/manifiesto.yaml, ya en corpus desde MAESTRA36-A2) trae columna 36 'Folio en el RUPC' poblada en 9730/13406 filas (72.6%), junto con RFC y nombre del proveedor -- expone Folio RUPC del proveedor ganador sin sesion, tal como (a) proponia; no es el padron/reporte RUPC completo (no trae domicilio ni estatus del proveedor), solo el folio por contrato, y no requiere adquisicion nueva. (b) SIN-FETCH confirmado por 3 mecanismos independientes: curl directo (403, cabecera cf-mitigated:challenge, cuerpo 234981 B de reto JS de Cloudflare), WebFetch (403) y lectura de cabeceras (server:cloudflare) sobre buscador.plataformadetransparencia.org.mx -- barrera de WAF/challenge, no inexistencia; no se intento sesion de navegador real (fuera de alcance de este acto). (c) NEGATIVO ACOTADO: CKAN datos.gob.mx (API correcta /api/3/, no /busca/api/3/, que da 403 Akamai) buscado con 'RUPC', 'RUPC SFP', 'RUPC contratistas', 'Registro Unico de Proveedores', 'Registro Unico de Proveedores y Contratistas', 'proveedores contratistas', 'Funcion Publica proveedores' -- 0 datasets del RUPC nacional (SFP/Funcion Publica); los 'padron de proveedores y contratistas' que aparecen son de CAPUFE/SECIHTI/SESNA, organismos distintos, mismo nombre generico. Universo CKAN cerrado para este termino. Ninguna de las 3 rutas obtiene el objeto RUPC original (padron/reporte de proveedores sancionados); (a) es un hallazgo colateral real ya en corpus, (b)/(c) quedan sin candidata nueva. No se re-intento la ruta ya agotada de A6 (norah/backends/rose). || ACTO GEN2-SONDA-CAJA-1, RONDA 2 (8/sep/2026, /sonda LATERAL ampliado, tarea terceros_republican): EXISTE-SATISFACE-PARCIAL. datamx.io (Codeando Mexico, CKAN) republica un datastore propio del RUPC INDEPENDIENTE del host oficial: https://datamx.io/dataset/compranet-rupc, resource_id 5ef00daf-42ee-4d7b-a62a-7531ef74ff03. Verificado por A.8 (0 aciertos previos), descargado con A.7 (doble descarga, sha256 identico 2e6c98ed...), registrado en manifiesto como rupc_datamx_json (RUPC_datamx_2019/compranet_rupc_datamx.json, 5810200 B, 18298 registros, 17 campos: Folio RUPC, RFC, Nombre de la empresa, Entidad Federativa, Sector, Giro, Contratos, Fecha de inscripcion al RUPC, Grado de cumplimiento LAASSP/LOPSRM). ES el registro de proveedores mismo (no un extracto por contrato como el hallazgo previo de Contratos_CompraNet5.xlsx), con folio+RFC+razon social+domicilio fiscal por entidad. LIMITE HONESTO: es un snapshot historico cosechado 2019-07-28 (fechas de inscripcion reales hasta 2019-04-25) -- NO es el RUPC vivo/actual; el host oficial que datamx.io cita como fuente (compranetinfo.hacienda.gob.mx/datosabiertos/RUPC.csv) ya no resuelve por DNS, y una ruta historica adicional documentada por 2 repos de GitHub de 2018 (siac.funcionpublica.gob.mx/DatosAbiertos/rupc/RUPC.csv) tampoco resuelve y no tiene copia en Wayback -- ruta muerta sin rastro, esquema documentado pero irrecuperable. Handoff adicional NO ejecutado por exceder el alcance RUPC de este acto (declarado, no forzado): un repo de GitHub (humandesignlab/veta) documenta 3 rutas CompraNet vivas y verificadas hoy por esta sonda -- Contratos_CompraNet{2023,2024,2025}.csv y Expedientes_PICompraNet2025.csv bajo upcp-compranet.buengobierno.gob.mx/cnetassets/datos_abiertos_contratos_expedientes/ (72-188MB cada uno, 200 OK confirmado); la API OCDS api.datos.gob.mx/v2/contratacionesabiertas (300265 registros a jul-2024 via Wayback, hoy TLS-bloqueada en vivo, mismo patron que pub.bienestar.gob.mx); y explica por que norah/documentos rechaza con 403: la API Whitney de ComprasMX exige headers firmados RSA derivados de adele/interoperabilidad/tp/reloj (verificado en vivo, 200, reloj real) -- no se implemento ese esquema de firma por ser bypass de anti-bot, fuera de alcance.
forense/notas/2026-09-06-MAESTRA38-A6-reconciliacion.md#DD	DD_COMPRANET_DICCIONARIOS_DE_DATOS	DD_COMPRANET_DICCIONARIOS_DE_DATOS		OBTENIDO	a6-reconciliacion	https://comprasmx.buengobierno.gob.mx/datos-abiertos	dd_pic_contratos_compranet_xlsx;dd_pic_expedientes_compranet_xlsx;dd_rupc_compranet_xlsx	ACTO MAESTRA38-A6 (alta por reconciliacion, origen forense/notas/2026-09-03-MAESTRA36-A2-P1-P3-compranet-llaves.md:258)	ACTO MAESTRA38-A6 (6/sep/2026): alta por reconciliacion A6, origen forense/notas/2026-09-03-MAESTRA36-A2-P1-P3-compranet-llaves.md:258 ('DD_* del encargo: no se obtuvieron'). Los tres diccionarios de datos de CompraNet, sin los cuales el inventario de campos hay que inferirlo. 4 rutas: (i) ruta historica upcp-compranet.funcionpublica.gob.mx/publicas/ -> el host no resuelve (curl 6, RED); (ii) dominio nuevo upcp-compranet.buengobierno.gob.mx/publicas/ -> 200 pero 7000 B de shell Angular identico a la raiz (VACIO); (iii) bundle main-7GRPPNPE.js (2647141 B) leido byte a byte -> declara comprasmx.buengobierno.gob.mx/datos-abiertos y historico-compranet, pero cero cadenas 'DD_' en todo el bundle; datos-abiertos -> 200/7000 B, otra vez shell (VACIO); (iv) CKAN datos.gob.mx q=compranet -> respuesta no-JSON, sin paquete con los DD_*. Razon: EXIGE-SESION-NAVEGADOR (SPA Angular sin enlace estatico). Receta en PAQUETE-RECETAS-11. || ACTO /adquiere 2026-09-10 (CAJA, red real): OBTENIDOS LOS TRES. intento efectivo 2026-09-10. La ruta que faltaba no era una via nueva sino el ARCHIVO dentro de un directorio ya sondeado: A6 midio /publicas/ a nivel de DIRECTORIO (soft-200, shell Angular de 7000 B) y el bundle sin cadenas DD_, pero nunca pidio un archivo DD_* concreto al indice de Wayback del host ORIGINAL. CDX de web.archive.org sobre upcp-compranet.funcionpublica.gob.mx/publicas/ lista los tres con status 200: DD_PIC_CONTRATOS_2400703.xlsx (captura 20250116072442), DD_PIC_EXPEDIENTES.xlsx (20250116075606), DD_RUPC_240912.xlsx (20250116061519). Bajados con sufijo id_ (bytes crudos, sin banner del archivo). A.7: doble descarga de cada uno, sha256 identico en las tres parejas (a16c3166..., 1b82b858..., 2761a852...). Estructura: zipfile.testzip()=None en los tres; identidad verificada por contenido (titulo verbatim en A1 mas cabecera de diccionario), no por rotulo: 75x7 contratos, 38x7 expedientes, 21x5 RUPC. Registrados en data/manifiesto.yaml como dd_pic_contratos_compranet_xlsx, dd_pic_expedientes_compranet_xlsx, dd_rupc_compranet_xlsx. MEDIDO HOY, no supuesto: comprasmx.buengobierno.gob.mx/datos-abiertos sigue 200 de 7000 B (shell); comprasmx.buengobierno.gob.mx/cnetassets/datos_abiertos_contratos_expedientes/ sigue 403 de 279 B; canvas-compranet.buengobierno.gob.mx sigue 502 de 547 B (root y /informacion_ayuda/datos_abiertos.html, 2 intentos); el archivo vivo upcp-compranet.buengobierno.gob.mx/publicas/DD_RUPC_240912.xlsx responde 200 de 7000 B text/html, o sea shell Angular, no el xlsx. LIMITE DECLARADO: lo obtenido es la EDICION capturada 2025-01-16; la edicion viva no se obtuvo por ninguna ruta y no se afirma que coincida con esta. Completar esta caminata NO agota la fuente: la edicion corriente de los tres DD_* sigue sin via programatica conocida.
forense/notas/2026-09-08-GEN2-UNIVERSO-C-tandas-enafin.md#ENSAFI_TANDAS	ENSAFI_TANDAS_PARTICIPACION_R8_2_N29	ENSAFI_TANDAS_PARTICIPACION_R8_2_N29	SIN_ALIAS	OBTENIDO-PARCIAL		https://www.inegi.org.mx/programas/ensafi/2023/	ensafi2023_bd_csv_zip;ensafi2023_fd_xlsx_zip (ya en corpus, abiertos por primera vez hoy)	gen2-universo-c	ACTO GEN2-UNIVERSO-C (8/sep/2026): ENSAFI 2023 (microdato ya OBTENIDO desde 4/ago, nunca abierto -- nota original "no se abrio ni extrajo"). Descriptor TMODULO (998 filas) trae P6_1_5 "Actualmente, usted participa en una tanda?" (Si/No, persona, cruzable con TSDEM/THOGAR). NINGUNA pregunta liga incumplimiento/atraso (P6_7, que remite al bloque P6_6 de creditos formales/semi-formales) a la tanda especificamente; sin reactivo de reputacion/exclusion/orden de turno en ningun bloque. EXISTE-SATISFACE-PARCIAL para R8.2/N29: participacion si, reputacion/incumplimiento no. Universo examinado: 4 hojas del descriptor completo (TVIVIENDA/THOGAR/TSDEM/TMODULO, 998 filas la mayor) via openpyxl, 8/sep/2026.
forense/notas/2026-09-08-GEN2-UNIVERSO-C-tandas-enafin.md#FINDEX	GLOBAL_FINDEX_2025_MEXICO	GLOBAL_FINDEX_2025_MEXICO	SIN_ALIAS	OBTENIDO		https://www.worldbank.org/en/publication/globalfindex/download-data	gen2_universo_c_findex2025_csv;gen2_universo_c_findex2025_glosario	gen2-universo-c	ACTO GEN2-UNIVERSO-C (8/sep/2026), paralelo P1(d) para N19: archivo pais publico (438 columnas, sin registro) bajado y leido completo. Ninguna columna codifica razon de rechazo de credito ni historial crediticio (columnas de credito son binarias tipo borrow_any_t_d). EXISTE-NO-SATISFACE. Microdato individual (microdata.worldbank.org) EXIGE-CUENTA (401->/auth/login confirmado hoy), mismo patron institucional que WBES (fila 10) pero no se persigue: el archivo publico ya descarta el reactivo exacto -- DECISION-DE-MESA-PENDIENTE de bajo rendimiento esperado, declarado como tal.
forense/notas/2026-09-08-GEN2-UNIVERSO-C-tandas-enafin.md#CONDUSEF_CNBV_TANDAS	CONDUSEF_CNBV_TANDAS_FUERA_DE_PERIMETRO	CONDUSEF_CNBV_TANDAS_FUERA_DE_PERIMETRO	SIN_ALIAS	NO-ENCONTRADO		https://www.condusef.gob.mx/	SIN_PAYLOAD	gen2-universo-c	ACTO GEN2-UNIVERSO-C (8/sep/2026), P2(c): CONDUSEF declara explicitamente (8 paginas institucionales leidas hoy) que NO tramita quejas contra cajas de ahorro NO AUTORIZADAS -- las remite a Ministerio Publico/FIPAGO; SIPRES y Buro de Entidades Financieras cubren solo entidades REGULADAS (cooperativas/SOFIPOS con autorizacion CNBV, verificables en focoop.com.mx). Una tanda no es entidad regulada: sin registro, sin queja tramitable, sin microdato. EXISTE-NO-SATISFACE por diseno regulatorio, no por casualidad -- confirma y endurece lo que el inventario (S A.6, REDECO/REUNE) ya declaraba en prosa.
forense/notas/2026-09-08-GEN2-UNIVERSO-C-tandas-enafin.md#ROSCA_ACADEMICO	ROSCA_ACADEMICO_MEXICO_BUSQUEDA	ROSCA_ACADEMICO_MEXICO_BUSQUEDA	SIN_ALIAS	NO-ENCONTRADO		SIN_URL	SIN_PAYLOAD	gen2-universo-c	ACTO GEN2-UNIVERSO-C (8/sep/2026), P2(a)/(d): 4 busquedas web (Dataverse/ICPSR/Zenodo/OSF; CIDE/Colmex/UNAM) el 8/sep/2026. Ningun dataset MEXICANO de tandas/ROSCA con microdato depositado en repositorio abierto localizado. Candidata mas cercana abierta byte a byte (no SIN-FETCH): PMC6114866 "Reciprocity and exclusion in informal financial institutions" -- mide reputacion/exclusion/incumplimiento pero sobre poblacion de laboratorio en Tokyo Institute of Technology (2011-2013), NO Mexico -- EXISTE-NO-SATISFACE por poblacion, no por mecanismo. Referencias institucionales CIDE/Colmex/UNAM sin dataset especifico confirmado quedan SIN-FETCH -- ningun resultado de busqueda apunto a un dataset de tandas en el titulo. Universo examinado: 4 queries de busqueda web, 8/sep/2026 -- no exhaustivo, receta para profundizar: busqueda dirigida por autor/paper concreto (DECISION-DE-MESA-PENDIENTE, bajo rendimiento esperado sin nombre a perseguir).
NC-0151/FP-371/ACTO-GEN2-ADQUISICION-DIRIGIDA-Y-DIN	ENNVIH_DIN_M_01_DISENO_INFERENCIAL	ENNVIH_DIN_M_01_DISENO_INFERENCIAL	SIN_ALIAS	SOLICITUD-PREPARADA	GEN2-E09-DIN	https://www.ennvih-mxfls.org/english/contact.html	ennvih1_muestra_diseno;ennvih3_2009_factores_exp	forense/notas/2026-09-10-GEN2-ADQUISICION-DIRIGIDA-DIN.md	RESIDUAL-ADQ-V1={"padre":"ENNVIH","consumidor":"DIN-M-01;S6-C1;S6-C3;S6-C4;NC-0156","objeto":"pesos replicados no geograficos o servicio oficial de varianza ENNViH","cobertura":"puntos descriptivos disponibles; UPM no publica; SRS y constante+folio son sensibilidades","residual":"metodo, pesos/replicas, escalas, MSE, df, FPC, singleton y covarianza para cuatro estimandos","via":"solicitud combinada a support@ennvih-mxfls.org ya preparada","autoridad":"D17; instruccion-Jonas-2026-09-11; envio exige identidad real","siguiente_accion":"titular envia 03-ENNVIH-DIN-S6.md y aporta acuse; sucesor congela spec solo tras recibir contrato completo"} || FAQ oficial confirma UPM no publica por confidencialidad; 0 estrato de seleccion, 0 UPM y 0 pesos replicados en payload publico. SOLICITUD-PREPARADA a support@ennvih-mxfls.org por pesos replicados oficiales o servicio/tabulado de varianza para ENNViH-1 Libro 3B fac_3b, incluyendo metodo, scale/rscales, MSE, df, FPC y singleton. No enviada: identidad/firma corresponden al titular. Sin respuesta, punto DIN-M-01 disponible y EE SRS/constante+folio solo sensibilidades sin direccion garantizada; FP-371 ABIERTA. || ACTO GEN2-EXPEDIENTES-ACCESO-21 (2026-09-11): una solicitud combinada DIN+S6 pide pesos replicados no geograficos o servicio oficial para DIN y C1/C3/C4, con metodos/escalas/df/covarianza, en forense/expedientes-acceso/2026-09-11-GEN2-EXPEDIENTES-ACCESO-21/03-ENNVIH-DIN-S6.md. No solicita UPM/geografia identificable; no enviada; NC-0156 y FP-371/372 permanecen abiertas.
forense/encargos/2026-09-10-GEN2-CORRUPCION-UNIDAD-Y-FUENTE-GENERAL.md#NC-0153	TASA_GENERAL_SOLICITUD_PAGO_INFORMAL_POR_CANAL_TRAMITES_MEXICO	TASA_GENERAL_SOLICITUD_PAGO_INFORMAL_POR_CANAL_TRAMITES_MEXICO	SIN_ALIAS	OBTENIDO-PARCIAL	0	https://www.inegi.org.mx/inegi/contacto.html	encuci2020_bd_dbf;encuci2020_fd_pdf;encuesta_nacional_de_corrupcion_y_cultura_de_la_legalidad;descripcion_bases_encuesta_nacional_de_corrupcion_y_cultura_de_la_legalidad;encig25_cuestionario_pdf;mcci_encuesta_corrupcion_impunidad_2019_2024_xlsx;incbg2010_informe_ejecutivo_pdf;asf_profedet_auditoria_2024_0282_pdf;eneac2021_tramites_codigos_xlsx;eneac2021_tramites_etiquetas_xlsx;eneac2021_tramites_sav;eneac2021_cuestionario_pdf;eneac2021_nota_metodologica_pdf;eneac2021_reporte_grafico_pdf	NC-0153 / ACTO GEN2-CORRUPCION-UNIDAD-Y-FUENTE-GENERAL / continuacion Fase 3 2026-09-10	Demanda exacta nacional no localizada tras sonda web real en INEGI ENCIG/ENCRIGE/ENCUCI, UNAM-IIJ, datos.gob.mx, Transparencia, fuentes estatales/municipales, Banco Mundial, BID, OCDE, Dataverse, ICPSR, Zenodo, OSF, repositorios academicos y Wayback. HTTP 000 diagnosticado como DNS del sandbox; fuera responde 200. Diez payloads nuevos registrados. ENEAC 2021 satisface evento x canal x solicitud, pero solo microempresas SCIAN 46/72 de Aguascalientes: EXISTE-SATISFACE-PARCIAL, no extrapolar. MCCI e INCBG aportan tasa general sin canal; ENCIG mantiene enlace no univoco ID_TRA/NT_TIPO. Reactivos, consultas, URLs, hashes y solicitud externa exacta: forense/notas/2026-09-10-GEN2-CORRUPCION-FUENTE-GENERAL-investigacion.md. || ACTO GEN2-EXPEDIENTES-ACCESO-21 (2026-09-11): pedido final reutiliza #695 y solicita enlace 8.5 con NT_TIPO/P7_3, microdato evento con negativos/diseno o tabulado nacional equivalente; forense/expedientes-acceso/2026-09-11-GEN2-EXPEDIENTES-ACCESO-21/04-INEGI-ENCIG-NC-0153.md. No enviado y sin nueva busqueda general; estado OBTENIDO-PARCIAL se conserva.
forense/encargos/2026-09-11-GEN2-FUENTES-FINANCIERAS-CONTINUACION-EFECTIVA.md	BANXICO_IMOR_CONSUMO_POR_PRODUCTO_MENSUAL	BANXICO_IMOR_CONSUMO_POR_PRODUCTO_MENSUAL		OBTENIDO	3	https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html	gen2_banxico_imor_consumo_producto_mensual_2026t1_html	forense/encargos/2026-09-11-GEN2-FUENTES-FINANCIERAS-CONTINUACION-EFECTIVA.md	Publicación oficial equivalente con 123 meses (2016-01..2026-03) y cinco productos de consumo. IMOR es porcentaje de saldos; desde 2022-01 el numerador es cartera etapa 3 por IFRS9. Universo distinto de R16: banca comercial, incluye Sofomes ER subsidiarias y excluye CI Banco. Extracción descriptiva; ningún parámetro adoptado.
forense/encargos/2026-09-11-GEN2-FUENTES-FINANCIERAS-CONTINUACION-EFECTIVA.md	ENSAFI_2023_N34_CONSUMIDOR_DEUDOR	ENSAFI_2023_N34_CONSUMIDOR_DEUDOR		OBTENIDO	3	https://www.inegi.org.mx/programas/ensafi/2023/	ensafi2023_bd_csv_zip;ensafi2023_fd_xlsx_zip;ensafi2023_cuestionario_pdf;gen2_ensafi2023_diseno_muestral;gen2_ensafi2023_presentacion_resultados	forense/encargos/2026-09-11-GEN2-FUENTES-FINANCIERAS-CONTINUACION-EFECTIVA.md	Microdato, descriptor, cuestionario, diseño y resultados oficiales. Entrega prevalencias descriptivas con población y denominador: atraso por cuatro clases amplias de deuda del hogar y atraso/estrategias ante ingreso insuficiente de personas de 18+. Reproduce 27.3% oficial. No identifica BNPL/CAT ni un efecto causal de baja fricción o usura.
residual:MPS2012_35024_0001_DATA_DTA	MPS2012_35024_0001_DATA_DTA	MPS2012_35024_0001_DATA_DTA	SIN_ALIAS	SOLICITUD-PREPARADA	18	https://www.icpsr.umich.edu/web/RCMD/studies/35024		NC-0151; GEN2-CRON-DEMANDA-A-DATO-Y-PRODUCCION	RESIDUAL-ADQ-V1={"padre":"MEXICO_PANEL_STUDY_2012","consumidor":"N26;N27;NC-0151","objeto":"35024-0001-Data.dta, microdato completo Mexico Panel Study 2012","cobertura":"documentacion, cuestionarios y tabulados ICPSR ya obtenidos; no hay microdato fila-a-fila","residual":"archivo Stata 35024-0001-Data.dta completo y utilizable","via":"RDUA/IDARS institucional ICPSR ya preparado","autoridad":"instruccion-Jonas-2026-09-11; no autoriza firma ni identidad inventada","siguiente_accion":"titular completa identidad/afiliacion, presenta 01-ICPSR-35024-RDUA.md y aporta acuse; receptor verifica bytes antes de cerrar"} || Expediente: forense/expedientes-acceso/2026-09-11-GEN2-EXPEDIENTES-ACCESO-21/01-ICPSR-35024-RDUA.md
